Villes,Alma,Amos,Amqui,Baie-Comeau,Beauce,Beloeil,Boucherville,Candiac,Caraquet,Chambly,Chandler,Chibougamau,Châteauguay,Chénéville,Coaticook,Coteau-du-Lac,Cowansville,Dolbeau-Mistassini,Drummondville,Gaspé,Gatineau,Granby,Joliette,Jonquière,Kirkland,La Tuque,Lac-Beauport,Lac-Etchemin,Lanaudière,Laval,Limoilou,Longueuil,Lévis,Magog,Matane,Montréal,New Richmond,Pays-d’en-Haut,Plessisville,Québec,Repentigny,Rimouski,Rivière-du-loup,Rivière-du-loup; Carleton-sur-Mer,Roberval,Rouyn-Noranda,Saguenay,Saint-Bruno-de-Montarville,Saint-Eustache,Saint-Georges,Saint-Hyacinthe,Saint-Jacques-le-Mineur,Saint-Jean-sur-Richelieu,Saint-Jérôme,Saint-Lambert,Saint-Lin-Laurentides,Saint-Pascal,Saint-Sauveur,Sainte-Julienne,Sainte-Marie de Beauce,Sainte-Thérèse,Salaberry-de-Valleyfield,Sept-Îles,Shawinigan,Sherbrooke,Sorel-Tracy,Suroît,Thetford Mines,Toronto,Trois-Pistoles,Trois-Rivières,Val-d’Or,Victoriaville,en ligne,hors Québec
Saint-Honoré,7.0,0.0,2.0,3.0,141.0,7.0,34.0,18.0,1.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,5.0,7.0,19.0,0.0,17.0,80.0,1.0,22.0,0.0,4.0,1.0,2.0,4.0,19.0,0.0,19.0,26.0,6.0,39.0,1163.0,0.0,0.0,3.0,279.0,0.0,43.0,101.0,70.0,0.0,0.0,1286.0,3.0,5.0,146.0,0.0,7.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,4.0,10.0,0.0,5.0,30.0,13.0,2.0,2.0,0.0,3.0,68.0,0.0,30.0,218.0,844.0
Saint-Hyacinthe,0.0,0.0,0.0,0.0,2.0,30.0,107.0,6.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,2.0,23.0,0.0,54.0,0.0,28.0,383.0,4.0,0.0,0.0,0.0,33.0,1.0,1.0,21.0,1.0,103.0,32.0,4.0,9.0,2850.0,0.0,4.0,1.0,274.0,0.0,7.0,21.0,18.0,0.0,2.0,28.0,2.0,0.0,10.0,31.0,3.0,0.0,0.0,13.0,0.0,30.0,4.0,0.0,2.0,1.0,2.0,0.0,7.0,50.0,52.0,0.0,14.0,0.0,0.0,82.0,2.0,14.0,435.0,91.0
Saint-Jean-sur-Richelieu,0.0,0.0,0.0,0.0,15.0,40.0,16.0,4.0,0.0,132.0,0.0,0.0,1.0,0.0,23.0,0.0,88.0,0.0,8.0,0.0,7.0,101.0,5.0,0.0,0.0,73.0,0.0,110.0,0.0,17.0,0.0,21.0,0.0,70.0,0.0,2063.0,0.0,2.0,1.0,113.0,0.0,0.0,15.0,0.0,0.0,1.0,11.0,0.0,1.0,209.0,0.0,223.0,1032.0,0.0,0.0,0.0,1.0,0.0,0.0,62.0,1.0,2.0,0.0,50.0,16.0,19.0,0.0,70.0,0.0,0.0,141.0,1.0,12.0,222.0,20.0
Saint-Jérôme,6.0,0.0,1.0,0.0,4.0,3.0,10.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,18.0,0.0,9.0,33.0,10.0,0.0,0.0,0.0,17.0,1.0,1.0,4.0,0.0,2.0,17.0,0.0,208.0,2079.0,0.0,301.0,2.0,285.0,1.0,1.0,4.0,9.0,0.0,0.0,12.0,0.0,51.0,8.0,0.0,0.0,4.0,609.0,0.0,8.0,4.0,514.0,1.0,0.0,59.0,2.0,1.0,0.0,35.0,9.0,0.0,2.0,0.0,0.0,12.0,0.0,7.0,196.0,338.0
Saint-Lin-Laurentides,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,59.0,3.0,246.0,0.0,0.0,0.0,0.0,0.0,110.0,6.0,0.0,11.0,0.0,0.0,0.0,1269.0,0.0,5.0,1.0,89.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,43.0,0.0,0.0,1.0,24.0,0.0,1678.0,0.0,2.0,673.0,0.0,6.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,14.0,105.0,28.0
Saint-Pierre-de-l'Île-d'Orléans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,460.0,0.0,0.0,0.0,1369.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,188.0,32.0
Saint-Raymond,0.0,0.0,4.0,0.0,7.0,2.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0,216.0,34.0,17.0,3.0,0.0,3.0,7.0,1.0,5.0,4.0,0.0,13.0,32.0,0.0,11.0,1546.0,0.0,5.0,0.0,1532.0,1.0,3.0,15.0,3.0,0.0,0.0,66.0,0.0,16.0,3.0,0.0,22.0,9.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,2.0,1.0,51.0,4.0,0.0,18.0,0.0,0.0,72.0,0.0,44.0,364.0,302.0
Saint-Rémi,2.0,0.0,4.0,0.0,2.0,1.0,0.0,110.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,31.0,25.0,3.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,15.0,15.0,3.0,25.0,739.0,0.0,0.0,5.0,425.0,0.0,18.0,8.0,12.0,18.0,0.0,31.0,0.0,0.0,8.0,0.0,766.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,22.0,0.0,5.0,311.0,2.0,42.0,0.0,11.0,1.0,16.0,0.0,174.0,213.0,1349.0
Saint-Tite,0.0,0.0,0.0,4.0,5.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,35.0,0.0,45.0,52.0,0.0,0.0,0.0,5.0,7.0,4.0,0.0,3.0,4.0,5.0,1.0,5.0,1.0,1221.0,0.0,3.0,0.0,510.0,0.0,2.0,9.0,3.0,1.0,0.0,13.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,11.0,0.0,135.0,58.0,0.0,0.0,0.0,0.0,2.0,1891.0,0.0,100.0,103.0,138.0
Sainte-Adèle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1808.0,0.0,1911.0,0.0,267.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,15.0,0.0,0.0,19.0,55.0,0.0,0.0,0.0,58.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,55.0,133.0
Sainte-Agathe-des-Monts,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,21.0,0.0,2.0,0.0,0.0,0.0,2152.0,0.0,663.0,2.0,418.0,1.0,1.0,0.0,2.0,0.0,0.0,7.0,0.0,83.0,5.0,0.0,0.0,1.0,107.0,0.0,0.0,0.0,62.0,0.0,0.0,170.0,1.0,0.0,0.0,34.0,0.0,0.0,1.0,0.0,0.0,21.0,1.0,3.0,80.0,266.0
Sainte-Anne-des-Monts,0.0,0.0,1.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,53.0,87.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,936.0,2045.0,0.0,25.0,0.0,877.0,0.0,39.0,6.0,195.0,0.0,0.0,12.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,28.0,0.0,0.0,3.0,58.0,0.0,0.0,3.0,0.0,5.0,72.0,0.0,0.0,40.0,78.0
Sainte-Julie,0.0,0.0,0.0,3.0,5.0,22.0,1569.0,10.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,28.0,3.0,25.0,86.0,14.0,0.0,0.0,0.0,3.0,18.0,2.0,30.0,1.0,141.0,13.0,2.0,9.0,1428.0,0.0,8.0,1.0,324.0,0.0,20.0,3.0,4.0,2.0,0.0,68.0,5.0,7.0,5.0,0.0,7.0,8.0,1.0,0.0,2.0,0.0,2.0,3.0,7.0,15.0,1.0,1.0,3.0,29.0,11.0,0.0,1.0,0.0,0.0,73.0,0.0,29.0,238.0,196.0
Sainte-Marie,0.0,0.0,4.0,1.0,322.0,0.0,23.0,12.0,9.0,11.0,0.0,2.0,1.0,0.0,2.0,0.0,3.0,13.0,11.0,0.0,11.0,37.0,91.0,0.0,0.0,2.0,0.0,25.0,20.0,5.0,0.0,7.0,137.0,4.0,22.0,1680.0,0.0,7.0,1.0,455.0,0.0,16.0,23.0,7.0,5.0,1.0,10.0,0.0,1.0,177.0,1.0,11.0,2.0,0.0,0.0,21.0,9.0,0.0,27.0,383.0,14.0,2.0,1.0,13.0,39.0,5.0,2.0,25.0,7.0,1.0,96.0,1.0,55.0,204.0,902.0
Salaberry-de-Valleyfield,0.0,0.0,0.0,0.0,6.0,0.0,19.0,9.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,2.0,0.0,0.0,0.0,24.0,0.0,1.0,9.0,0.0,7.0,0.0,0.0,0.0,1623.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1389.0,0.0,0.0,56.0,0.0,929.0,0.0,0.0,0.0,7.0,0.0,4.0,253.0,5.0
Sept-Îles,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,9.0,3.0,9.0,0.0,9.0,2348.0,0.0,0.0,3.0,685.0,0.0,5.0,0.0,3.0,0.0,4.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1212.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,7.0,166.0,300.0
Shawinigan,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,26.0,21.0,4.0,0.0,0.0,47.0,6.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,1392.0,0.0,0.0,0.0,243.0,0.0,3.0,2.0,0.0,0.0,2.0,27.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,696.0,50.0,2.0,0.0,3.0,0.0,0.0,2014.0,0.0,61.0,189.0,77.0
Sherbrooke,0.0,0.0,0.0,1.0,4.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,0.0,19.0,0.0,6.0,3.0,18.0,62.0,10.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,6.0,1.0,82.0,1.0,2376.0,0.0,6.0,1.0,124.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,2180.0,0.0,0.0,5.0,1.0,1.0,14.0,0.0,20.0,46.0,7.0
Sorel-Tracy,0.0,0.0,0.0,0.0,113.0,4.0,87.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,15.0,18.0,1.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,11.0,56.0,0.0,0.0,1240.0,0.0,0.0,1.0,215.0,0.0,0.0,101.0,11.0,0.0,0.0,12.0,0.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,23.0,2592.0,0.0,8.0,0.0,0.0,48.0,0.0,2.0,186.0,12.0
Stoneham,10.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,73.0,20.0,0.0,4.0,0.0,0.0,9.0,0.0,0.0,5.0,3.0,0.0,1.0,0.0,0.0,1711.0,0.0,0.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,2.0,0.0,0.0,15.0,0.0,0.0,145.0,52.0
Terrebonne,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,17.0,5.0,669.0,0.0,0.0,0.0,1.0,0.0,22.0,48.0,0.0,3.0,8.0,3.0,0.0,2788.0,0.0,8.0,17.0,285.0,205.0,5.0,7.0,0.0,0.0,0.0,8.0,0.0,8.0,117.0,0.0,0.0,1.0,8.0,0.0,124.0,1.0,1.0,44.0,0.0,44.0,1.0,0.0,1.0,14.0,2.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,139.0,3.0
Thetford Mines,0.0,0.0,0.0,0.0,69.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,208.0,5.0,0.0,1048.0,0.0,1.0,2.0,706.0,0.0,0.0,4.0,2.0,0.0,0.0,13.0,0.0,1.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,51.0,4.0,0.0,2215.0,0.0,0.0,33.0,0.0,102.0,193.0,4.0
Trois-Pistoles,0.0,0.0,3.0,8.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,24.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,3.0,0.0,46.0,1757.0,0.0,0.0,0.0,369.0,0.0,202.0,961.0,645.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,255.0,80.0,0.0,0.0,182.0,27.0
Trois-Rivières,14.0,0.0,1.0,1.0,17.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,21.0,1.0,15.0,6.0,3.0,0.0,0.0,26.0,3.0,8.0,2.0,4.0,0.0,0.0,32.0,3.0,13.0,2020.0,0.0,5.0,5.0,278.0,1.0,10.0,76.0,42.0,11.0,0.0,22.0,0.0,1.0,6.0,1.0,4.0,3.0,3.0,1.0,1.0,5.0,7.0,2.0,7.0,2.0,2.0,3.0,17.0,24.0,6.0,0.0,9.0,2.0,3.0,1975.0,0.0,41.0,151.0,168.0
Témiscouata-sur-le-Lac,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,16.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,1770.0,0.0,0.0,0.0,390.0,0.0,35.0,1646.0,577.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,48.0,10.0,0.0,6.0,86.0,0.0
Val-d'Or,0.0,25.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,34.0,12.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,6.0,5.0,1.0,0.0,4091.0,0.0,6.0,18.0,206.0,0.0,3.0,5.0,2.0,0.0,47.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.0,1.0,0.0,1.0,15.0,261.0,11.0,133.0,34.0
Val-des-Monts,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1851.0,27.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,78.0,1845.0,0.0,43.0,0.0,281.0,0.0,5.0,0.0,8.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,11.0,0.0,0.0,5.0,0.0,0.0,0.0,68.0,0.0,0.0,1.0,0.0,0.0,44.0,0.0,8.0,13.0,424.0
Val-des-Sources,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,18.0,3.0,7.0,1.0,146.0,119.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,3.0,0.0,6.0,0.0,1303.0,0.0,2.0,9.0,263.0,0.0,2.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1908.0,1.0,0.0,13.0,2.0,0.0,25.0,4.0,407.0,78.0,655.0
Vaudreuil-Dorion,0.0,0.0,0.0,0.0,36.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,18.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,18.0,0.0,12.0,0.0,0.0,1.0,2151.0,0.0,0.0,4.0,123.0,0.0,0.0,38.0,7.0,2.0,0.0,7.0,0.0,0.0,32.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,7.0,0.0,738.0,0.0,0.0,0.0,2.0,0.0,0.0,119.0,3.0
Victoriaville,0.0,0.0,0.0,5.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,88.0,0.0,14.0,12.0,9.0,0.0,0.0,3.0,7.0,0.0,0.0,5.0,0.0,6.0,28.0,0.0,0.0,867.0,0.0,5.0,0.0,189.0,0.0,0.0,6.0,0.0,0.0,0.0,17.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,2.0,84.0,18.0,0.0,9.0,0.0,0.0,201.0,1.0,2831.0,115.0,59.0
Ville-Marie,0.0,0.0,1.0,4.0,10.0,0.0,13.0,2.0,2.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,5.0,1.0,11.0,1.0,14.0,30.0,6.0,0.0,0.0,11.0,0.0,9.0,0.0,7.0,0.0,5.0,69.0,6.0,12.0,3254.0,0.0,2.0,1.0,542.0,2.0,4.0,11.0,9.0,0.0,6.0,15.0,0.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,1.0,3.0,14.0,1.0,6.0,1.0,7.0,31.0,8.0,2.0,0.0,6.0,0.0,53.0,28.0,27.0,262.0,416.0
Windsor,0.0,0.0,0.0,0.0,106.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,7.0,0.0,15.0,0.0,14.0,47.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,16.0,0.0,0.0,0.0,5.0,0.0,2298.0,0.0,0.0,0.0,135.0,0.0,0.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,914.0,0.0,0.0,0.0,48.0,0.0,6.0,0.0,82.0,182.0,495.0
