Villes,Mots-clés,position du média,Nom du média,Titre de l'article,Date de publication,Journée de différence,URL
Bécancour ,décès OR mort,6,ICI.Radio-Canada.ca,Mémorial à Odanak pour les 215 enfants trouvés dans une fosse en Colombie-Britannique,2021-06-01,1,https://ici.radio-canada.ca/nouvelle/1797524/odanak-centre-sante-souliers-chaussures-memorial-pensionnat-autochtone
Bécancour ,décès OR mort,7,ICI.Radio-Canada.ca,Justice et faits divers Un corps retrouvé dans la rivière Bécancour,2021-05-01,32,https://ici.radio-canada.ca/nouvelle/1789557/corps-trouver-becancour-riviere
Bécancour ,décès OR mort,8,NecrologieCanada,Gisele Martel 3 mai 2021,2021-05-10,23,https://necrocanada.com/deces-2021/gisele-martel-3-mai-2021/
Bécancour ,décès OR mort,9,ICI.Radio-Canada.ca,Vive opposition à un projet de carrière près de Grandes-Piles,2021-05-30,3,https://ici.radio-canada.ca/nouvelle/1797292/vive-opposition-projet-carriere-grandes-piles-saint-tite
Bécancour ,décès OR mort,10,ICI.Radio-Canada.ca,Projet Authier : une entreprise de Pikogan effectue les travaux de forage,2021-06-02,0,https://ici.radio-canada.ca/nouvelle/1798263/projet-authier-forage-pikogan-sayona-lamotte
Bécancour ,incendie,1,Réseau d'Information Municipale,Défi des pompiers 1200 degrés - Les pompiers de la MRC de Bécancour relèvent le défi,2021-06-02,0,https://rimq.qc.ca/article/municipal/categorie/police-feu/70/902177/les-pompiers-de-la-mrc-de-becancour-relevent-le-defi.html
Bécancour ,incendie,2,Le Journal de Montréal,[PHOTOS] Une résidence ravagée par les flammes à Bécancour,2021-02-28,94,https://www.journaldemontreal.com/2021/02/28/une-residence-ravagee-par-les-flammes-a-becancour
Bécancour ,incendie,3,Le Nouvelliste - Groupe Capitales Médias,Incendie nocturne à Bécancour | Actualités,,,https://www.lenouvelliste.ca/actualites/incendie-nocturne-a-becancour-e6f0085cbd7eecc4f2eea51ec8cb3fbf
Bécancour ,incendie,4,Le Nouvelliste - Groupe Capitales Médias,Bécancour: un homme sauvé d'un véhicule en feu,2021-04-06,57,https://www.lenouvelliste.ca/actualites/justice-et-faits-divers/becancour-un-homme-sauve-dun-vehicule-en-feu-f29e12443a4879d914a8b4a1b0900190
Bécancour ,incendie,5,Le Nouvelliste - Groupe Capitales Médias,Important incendie près du Sanctuaire Notre-Dame-du-Cap,2021-05-01,32,https://www.lenouvelliste.ca/actualites/justice-et-faits-divers/important-incendie-pres-du-sanctuaire-notre-dame-du-cap-2087dc8f3f6f3cdf5abcd189fac901bb
Bécancour ,incendie,6,ICI.Radio-Canada.ca,Incendie majeur dans une usine de Lyster,2021-01-14,139,https://ici.radio-canada.ca/nouvelle/1763355/incendie-majeur-usine-de-lyster-built-rite-trucks
Bécancour ,incendie,7,La Nouvelle Union,Les pompiers interviennent pour un feu de forêt,2021-04-24,39,https://www.lanouvelle.net/2021/04/24/les-pompiers-interviennent-pour-un-feu-de-foret/
Bécancour ,incendie,8,Zone911,Un corps a été retrouvé dans la rivière Bécancour,2021-05-01,32,https://zone911.com/scenes-policieres/30750-un-corps-a-ete-retrouve-dans-la-riviere-becancour
Bécancour ,incendie,9,Le Courrier Sud,Violent incendie à Nicolet,2021-02-22,100,https://www.lecourriersud.com/violent-incendie-a-nicolet/
Bécancour ,incendie,10,Le Courrier Sud,Fortierville: une ferme laitière détruite par les flammes,2021-01-26,127,https://www.lecourriersud.com/fortierville-une-ferme-laitiere-detruite-par-les-flammes/
Bécancour ,police OR Sûreté,1,Réseau d'Information Municipale,Défi des pompiers 1200 degrés - Les pompiers de la MRC de Bécancour relèvent le défi,2021-06-02,0,https://rimq.qc.ca/article/municipal/categorie/police-feu/70/902177/les-pompiers-de-la-mrc-de-becancour-relevent-le-defi.html
Bécancour ,police OR Sûreté,2,Le Courrier Sud,Bécancour : l'homme retrouvé dans la rivière identifié,2021-05-10,23,https://www.lecourriersud.com/becancour-lhomme-retrouve-dans-la-riviere-identifie/
Bécancour ,police OR Sûreté,3,La Nouvelle Union,Le Comité régional de transport actif du Centre-du-Québec propose un deuxième concours,2021-06-02,0,https://www.lanouvelle.net/2021/06/02/le-comite-regional-de-transport-actif-du-centre-du-quebec-propose-un-deuxieme-concours/
Bécancour ,police OR Sûreté,4,ICI.Radio-Canada.ca,Disparition Un Shawiniganais de 29 ans porté disparu,2021-05-26,7,https://ici.radio-canada.ca/nouvelle/1796073/shawinigan-disparition-surete-quebec-sq
Bécancour ,police OR Sûreté,5,Radio-Canada.ca,La nation crie d'Eeyou Istchee debout contre le projet d'uranium Matoush,2021-05-30,3,https://ici.radio-canada.ca/espaces-autochtones/1797224/nation-crie-eeyou-istchee-projet-uranium-matoush-exporation-mine
Bécancour ,police OR Sûreté,6,ICI.Radio-Canada.ca,Justice et faits divers Un corps retrouvé dans la rivière Bécancour,2021-05-01,32,https://ici.radio-canada.ca/nouvelle/1789557/corps-trouver-becancour-riviere
Bécancour ,police OR Sûreté,7,ICI.Radio-Canada.ca,Disparition de Solange Bergeron : enquête indépendante sur la police de Trois-Rivières,2021-04-02,61,https://ici.radio-canada.ca/nouvelle/1781952/disparition-solange-bergeron-enquete-independante-police-trois-rivieres-
Bécancour ,police OR Sûreté,8,Le Courrier Sud,Perquisition et arrestation sur le chemin Leblanc à Bécancour,2021-03-18,76,https://www.lecourriersud.com/perquisition-et-arrestation-sur-le-chemin-leblanc-a-becancour/
Bécancour ,police OR Sûreté,9,Le Nouvelliste - Groupe Capitales Médias,Accident de Bécancour : la victime est un citoyen de Québec,2021-04-26,37,https://www.lenouvelliste.ca/actualites/justice-et-faits-divers/accident-de-becancour--la-victime-est-un-citoyen-de-quebec-af26a03c973c142f9bd5213b3ff6389f
Bécancour ,police OR Sûreté,10,Le Nouvelliste - Groupe Capitales Médias,Bécancour: un homme sauvé d'un véhicule en feu,2021-04-06,57,https://www.lenouvelliste.ca/actualites/justice-et-faits-divers/becancour-un-homme-sauve-dun-vehicule-en-feu-f29e12443a4879d914a8b4a1b0900190
Bécancour ,Cégep,1,ICI.Radio-Canada.ca,Des grèves perturbent le milieu de l'éducation en Mauricie et au Centre-du-Québec,2021-05-20,13,https://ici.radio-canada.ca/nouvelle/1794397/cegep-ecole-primaire-secondaire-fermeture-syndicat-negociation-convention
Bécancour ,Cégep,2,Le Nouvelliste - Groupe Capitales Médias,Nemaska Lithium s'installe à Bécancour: «Le gouvernement a une dette envers Shawinigan et ses citoyens»,2021-06-01,1,https://www.lenouvelliste.ca/affaires/nemaska-lithium-sinstalle-a-becancour-le-gouvernement-a-une-dette-envers-shawinigan-et-ses-citoyens-37fb61c7d5ce9c7c8628c54a591a439b
Bécancour ,Cégep,3,L'Hebdo Journal,Cégep de Trois-Rivières : l'Écopasse renouvelée pour trois ans,2021-05-21,12,https://www.lhebdojournal.com/cegep-de-trois-rivieres-lecopasse-renouvelee-pour-trois-ans/
Bécancour ,Cégep,4,L'Hebdo Journal,Offrir du bonheur chocolaté : la mission de deux étudiants du Cégep,2021-05-04,29,https://www.lhebdojournal.com/offrir-du-bonheur-chocolate-la-mission-de-deux-etudiants-du-cegep/
Bécancour ,Cégep,5,Le Nouvelliste - Groupe Capitales Médias,L'Écopasse renouvelée jusqu'en 2024 au Cégep de Trois-Rivières,2021-05-17,16,https://www.lenouvelliste.ca/actualites/trois-rivieres/lecopasse-renouvelee-jusquen-2024-au-cegep-de-trois-rivieres-6776f942762df8f46d4e6aa396495c95
Bécancour ,Cégep,6,Le Nouvelliste - Groupe Capitales Médias,Vote de grève au Cégep de Shawinigan | Actualités,2021-04-21,42,https://www.lenouvelliste.ca/actualites/vote-de-greve-au-cegep-de-shawinigan-a076ce765908221fc317d45b6f68f567
Bécancour ,Cégep,7,Le Nouvelliste - Groupe Capitales Médias,15 781 $ à la Fondation du Cégep de Trois-Rivières,2021-04-19,44,https://www.lenouvelliste.ca/actualites/15-781--a-la-fondation-du-cegep-de-trois-rivieres-6bc238731f80a4cc609ba2ab0824f657
Bécancour ,Cégep,8,Le Nouvelliste - Groupe Capitales Médias,La rivière Bécancour sous surveillance | Actualités,2021-03-26,68,https://www.lenouvelliste.ca/actualites/la-riviere-becancour-sous-surveillance-9d61436a1f09465b32a75f69fcd11161
Bécancour ,Cégep,9,Le Courrier Sud,Offrir du bonheur chocolaté : la mission de deux jeunes entrepreneurs,2021-05-04,29,https://www.lecourriersud.com/offrir-du-bonheur-chocolate-la-mission-de-deux-jeunes-entrepreneurs/
Bécancour ,Cégep,10,L'Hebdo du Saint-Maurice,La piscine du Cégep de Shawinigan ouverte à la population durant la relâche,2021-02-27,95,https://www.lhebdodustmaurice.com/la-piscine-du-cegep-de-shawinigan-ouverte-a-la-population-durant-la-relache/
Bécancour ,"""Centre de services scolaire"" OR ""Commission scolaire""",1,ICI.Radio-Canada.ca,Des grèves perturbent le milieu de l'éducation en Mauricie et au Centre-du-Québec,2021-05-20,13,https://ici.radio-canada.ca/nouvelle/1794397/cegep-ecole-primaire-secondaire-fermeture-syndicat-negociation-convention
Bécancour ,"""Centre de services scolaire"" OR ""Commission scolaire""",2,Le Courrier Sud,Une nouvelle école verra le jour à Bécancour,2020-08-28,278,https://www.lecourriersud.com/une-nouvelle-ecole-verra-le-jour-a-becancour/
Bécancour ,"""Centre de services scolaire"" OR ""Commission scolaire""",3,Le Courrier Sud,Le Plateau Laval s'apprête à recevoir une école,2021-01-26,127,https://www.lecourriersud.com/le-plateau-laval-sapprete-a-recevoir-une-ecole/
Bécancour ,"""Centre de services scolaire"" OR ""Commission scolaire""",4,Le Courrier Sud,Formation du CA: le Centre de services scolaire de la Riveraine lance un appel à la communauté,2020-09-11,264,https://www.lecourriersud.com/formation-du-c-a-le-centre-de-services-scolaire-de-la-riveraine-lance-un-appel-a-la-communaute/
Bécancour ,"""Centre de services scolaire"" OR ""Commission scolaire""",5,ICI.Radio-Canada.ca,D'autres élèves basculent en mode virtuel en Mauricie et au Centre-du-Québec,2021-04-19,44,https://ici.radio-canada.ca/nouvelle/1785969/variants-covid-19-ecoles-primaire-secondaire-isolement-personnel
Bécancour ,"""Centre de services scolaire"" OR ""Commission scolaire""",6,ICI.Radio-Canada.ca,COVID-19 : fermeture de l'école Cardinal-Roy en début de semaine en raison d'une éclosion,2020-11-01,213,https://ici.radio-canada.ca/nouvelle/1746183/covid-19-fermeture-ecole-cardinal-roy-lundi-mardi-eclosion
Bécancour ,"""Centre de services scolaire"" OR ""Commission scolaire""",7,Le Courrier Sud,COVID-19: des cas dans huit établissements de la Riveraine,2020-11-05,209,https://www.lecourriersud.com/covid-19-des-cas-dans-huit-etablissements-de-la-riveraine/
Bécancour ,"""Centre de services scolaire"" OR ""Commission scolaire""",8,Le Courrier Sud,Une autre nouvelle école dans la région?,2021-02-09,113,https://www.lecourriersud.com/une-autre-nouvelle-ecole-dans-la-region/
Bécancour ,"""Centre de services scolaire"" OR ""Commission scolaire""",9,Le Nouvelliste - Groupe Capitales Médias,Retour progressif de près de la moitié des élèves à la Commission scolaire de l'Énergie,,,https://www.lenouvelliste.ca/actualites/retour-progressif-de-pres-de-la-moitie-des-eleves-a-la-commission-scolaire-de-lenergie-fbfe3efad736952355077c93e55251ce
Bécancour ,"""Centre de services scolaire"" OR ""Commission scolaire""",10,Le Courrier Sud,Appel d'offres bientôt pour la reconstruction de l'école Le Rucher,2021-04-05,58,https://www.lecourriersud.com/appel-doffres-bientot-pour-la-reconstruction-de-lecole-le-rucher/
Bécancour ,CISSS OR CIUSSS,1,ICI.Radio-Canada.ca,Bientôt 50 % de la population vaccinée en Mauricie et au Centre-du-Québec,2021-05-11,22,https://ici.radio-canada.ca/nouvelle/1791978/bilan-pandemie-covid-zone-orange-vaccination-mauricie-centre-du-quebec
Bécancour ,CISSS OR CIUSSS,2,ICI.Radio-Canada.ca,Seulement deux nouveaux cas de COVID-19 en Mauricie et au Centre-du-Québec,2021-05-30,3,https://ici.radio-canada.ca/nouvelle/1797234/bilan-coronavirus-30-mai-2021-mauricie-centre-du-quebec
Bécancour ,CISSS OR CIUSSS,3,ICI.Radio-Canada.ca,COVID-19 : baisse des nouveaux cas et un décès en Mauricie et au Centre-du-Québec,2021-05-08,25,https://ici.radio-canada.ca/nouvelle/1791526/bilan-coronavirus-8-mai-2019-mauricie-centre-du-quebec
Bécancour ,CISSS OR CIUSSS,4,Le Nouvelliste - Groupe Capitales Médias,La Mauricie et le Centre-du-Québec franchissent la barre des 15 000 cas de COVID-19,2021-05-27,6,https://www.lenouvelliste.ca/actualites/covid-19/la-mauricie-et-le-centre-du-quebec-franchissent-la-barre-des-15-000-cas-de-covid-19-7bd7a66dab326e706c6e99339f3ed54c
Bécancour ,CISSS OR CIUSSS,5,Le Journal de Montréal,Mauricie et Centre-du-Québec: le président du CA du CIUSSS démissionne depuis la Floride,2021-01-26,127,https://www.journaldemontreal.com/2021/01/26/mauricie-et-centre-du-quebec-le-president-du-ca-du-ciusss-demissionne-depuis-la-floride-1
Bécancour ,CISSS OR CIUSSS,6,NecrologieCanada,Poulet Monique 19492021,2021-05-10,23,https://necrocanada.com/deces-2021/poulet-monique-19492021/
Bécancour ,CISSS OR CIUSSS,7,ICI.Radio-Canada.ca,Le CIUSSS MCQ continue de miser sur l'autosoin en santé mentale,2020-11-08,206,https://ici.radio-canada.ca/nouvelle/1747919/ciusss-mcq-autosoin-sante-mentale
Bécancour ,CISSS OR CIUSSS,8,Radio-Canada.ca,Crise de la COVID-19 au CHSLD Laflèche : les décisions du CIUSSS MCQ sous la loupe,2021-04-27,36,https://ici.radio-canada.ca/nouvelle/1787957/coroner-gestion-covid-19-temoins-grand-mere-sq-carol-fillion-godi
Bécancour ,CISSS OR CIUSSS,9,Le Courrier Sud,COVID-19 : 6000 doses pour la Mauricie et le Centre-du-Québec,2020-12-16,168,https://www.lecourriersud.com/covid-19-6000-doses-pour-la-mauricie-et-le-centre-du-quebec/
Bécancour ,CISSS OR CIUSSS,10,Le Courrier Sud,La crise de la COVID-19 laissera ses marques au CIUSSS,2021-03-11,83,https://www.lecourriersud.com/la-crise-de-la-covid-19-laissera-ses-marques-au-ciusss/
Bécancour ,maire OR mairesse,1,Le Courrier Sud,"Nemaska Lithium: Shawinigan «déçue et frustrée», Bécancour surprise",2021-06-02,0,https://www.lecourriersud.com/nemaska-lithium-shawinigan-decue-et-frustree-becancour-surprise/
Bécancour ,maire OR mairesse,2,Le Journal de Montréal,Nemaska Lithium à Bécancour: Shawinigan fulmine | JDM,2021-06-01,1,https://www.journaldemontreal.com/2021/06/01/nemaska-lithium-a-becancour-shawinigan-fulmine
Bécancour ,maire OR mairesse,3,,,2021-06-02,0,https://ici.radio-canada.ca/nouvelle/1798117/developpement-economique-shawinigan-nemaska-lithium-electrification-transport
Bécancour ,maire OR mairesse,4,,,2021-06-01,1,https://www.lenouvelliste.ca/affaires/nemaska-lithium-sinstalle-a-becancour-le-gouvernement-a-une-dette-envers-shawinigan-et-ses-citoyens-37fb61c7d5ce9c7c8628c54a591a439b
Bécancour ,maire OR mairesse,5,Le Courrier Sud,Processus de revitalisation enclenché dans l'est de Bécancour,2021-06-02,0,https://www.lecourriersud.com/processus-de-revitalisation-enclenche-dans-lest-de-becancour/
Bécancour ,maire OR mairesse,6,Le Journal de Québec,Nemaska Lithium tourne le dos à Shawinigan et s'en va à Bécancour,2021-06-02,0,https://www.journaldequebec.com/2021/06/01/nemaska-lithium-tourne-le-dos-a-shawinigan
Bécancour ,maire OR mairesse,7,ICI.Radio-Canada.ca,Le maire Jean-Guy Dubois profite de chaque minute avant son départ,2021-05-11,22,https://ici.radio-canada.ca/nouvelle/1792169/maire-becancour-dubois-depart-elections-municipales-accident-vtt
Bécancour ,maire OR mairesse,8,ICI.Radio-Canada.ca,Un projet de production d'hydrogène vert à Bécancour évalué à 1 G$,2021-05-21,12,https://ici.radio-canada.ca/nouvelle/1795133/projet-production-hydrogene-vert-becancour-h2v-energies
Bécancour ,maire OR mairesse,9,ICI.Radio-Canada.ca,Vive opposition à un projet de carrière près de Grandes-Piles,2021-05-30,3,https://ici.radio-canada.ca/nouvelle/1797292/vive-opposition-projet-carriere-grandes-piles-saint-tite
Bécancour ,maire OR mairesse,10,ICI.Radio-Canada.ca,« Il y a de la place pour les femmes en politique »; Lucie Allard brigue la mairie de Bécancour,2021-05-18,15,https://ici.radio-canada.ca/nouvelle/1793890/electiones-municipales-becancour-candidate-lucie-allard
Bécancour ,candidat,1,Le Courrier Sud,Lucie Allard annonce sa candidature à la mairie de Bécancour,2021-05-17,16,https://www.lecourriersud.com/lucie-allard-annonce-sa-candidature-a-la-mairie-de-becancour/
Bécancour ,candidat,2,Le Courrier Sud,Le CJE de Nicolet-Bécancour a soutenu 2662 jeunes pendant la pandémie,2021-06-02,0,https://www.lecourriersud.com/le-cje-de-nicolet-becancour-a-soutenu-2662-jeunes-pendant-la-pandemie/
Bécancour ,candidat,3,L'Hebdo Journal,Marianne Mathis sera candidate aux élections municipales dans le district des Rivières,2021-05-05,28,https://www.lhebdojournal.com/marianne-mathis-sera-candidate-aux-elections-municipales-dans-le-district-des-rivieres/
Bécancour ,candidat,4,Le Courrier Sud,Carmen Lampron-Pratte tentera un retour à la Ville de Bécancour,2021-05-18,15,https://www.lecourriersud.com/carmen-lampron-pratte-tentera-un-retour-a-la-ville-de-becancour/
Bécancour ,candidat,5,ICI.Radio-Canada.ca,Déjà des candidats pressentis à la mairie de Bécancour,2021-01-14,139,https://ici.radio-canada.ca/nouvelle/1763154/maire-becancour-karl-godin-pierre-michel-auger-jean-guy-dubois-elections-municipales
Bécancour ,candidat,6,Le Nouvelliste - Groupe Capitales Médias,Bécancour devient une Municipalité amie des enfants | Actualités,2021-05-13,20,https://www.lenouvelliste.ca/actualites/becancour-devient-une-municipalite-amie-des-enfants-7f0de6de4f548b9bd4a5e38c30306606
Bécancour ,candidat,7,Le Nouvelliste - Groupe Capitales Médias,Mairie de Bécancour: Pierre Michel Auger confirme sa candidature,2021-02-12,110,https://www.lenouvelliste.ca/actualites/mairie-de-becancour-pierre-michel-auger-confirme-sa-candidature-2ddcb181592d52999c8f45c39124d1b0
Bécancour ,candidat,8,L'Express Montcalm,Luc Thériault sollicitera un troisième mandat dans Montcalm,2021-05-07,26,https://www.lexpressmontcalm.com/article/2021/05/07/luc-theriault-sollicitera-un-troisieme-mandat-dans-montcalm
Bécancour ,candidat,9,Le Courrier Sud,"Meunier, tu fêtes! Une tradition est née",2021-05-11,22,https://www.lecourriersud.com/meunier-tu-fetes-une-tradition-est-nee/
Bécancour ,candidat,10,Le Courrier Sud,Sainte-Gertrude: Guillaume Langlois et Guillaume Carignan se portent candidats,2021-02-18,104,https://www.lecourriersud.com/sainte-gertrude-guillaume-langlois-et-guillaume-carignan-se-portent-candidats/
Bécancour ,préfet,1,La Nouvelle Union,Une offre de services élargie en économie circulaire sur Bécancour-Nicolet-Yamaska-Arthabaska-Érable,2021-03-17,77,https://www.lanouvelle.net/2021/03/17/une-offre-de-services-elargie-en-economie-circulaire-sur-becancour-nicolet-yamaska-arthabaska-erable/
Bécancour ,préfet,2,Le Nouvelliste - Groupe Capitales Médias,Mékinac: près d'un million pour la vitalité du territoire,2021-04-28,35,https://www.lenouvelliste.ca/affaires/mekinac-pres-dun-million-pour-la-vitalite-du-territoire-fdbff7867e3478fd8af2326a91d0eb38
Bécancour ,préfet,3,Le Courrier Sud,MRC de Bécancour: Mario Lyonnais reconduit comme préfet,,,https://www.lecourriersud.com/mrc-de-becancour-mario-lyonnais-reconduit-comme-prefet/
Bécancour ,préfet,4,ICI.Radio-Canada.ca,Nouvelles mesures de confinement : des changements à venir dans les villes de la région,2021-01-08,145,https://ici.radio-canada.ca/nouvelle/1761447/nicolet-becancour-shawinigan-trois-rivieres-piscine-bibliotheque-covid
Bécancour ,préfet,5,Le Courrier Sud,L'économie circulaire reprend en force,2021-04-13,50,https://www.lecourriersud.com/leconomie-circulaire-reprend-en-force/
Bécancour ,préfet,6,Le Nouvelliste - Groupe Capitales Médias,Quoi faire pendant la relâche | Actualités,2021-03-01,93,https://www.lenouvelliste.ca/actualites/quoi-faire-pendant-la-relache-def323db2e20b39817859d81e5be0d96
Bécancour ,préfet,7,L'Écho de Maskinongé,Actualités Maskicom demande l'aide d'une firme de génie-conseil,2021-04-06,57,https://www.lechodemaskinonge.com/actualites/maskicom-demande-laide-dune-firme-de-genie-conseil/
Bécancour ,préfet,8,Le Courrier Sud,«Faites une différence! Faites un don!» - MRC de Bécancour,2020-11-13,201,https://www.lecourriersud.com/faites-une-difference-faites-un-don-mrc-de-becancour/
Bécancour ,préfet,9,Le Courrier Sud,Zone rouge: réactions et obligations,2020-10-09,236,https://www.lecourriersud.com/zone-rouge-reactions-et-obligations/
Bécancour ,préfet,10,Le Nouvelliste - Groupe Capitales Médias,"Fibre optique dans les zones rurales: «on est tanné, il n'y a rien qu'on n'a pas fait»",2021-01-30,123,https://www.lenouvelliste.ca/actualites/fibre-optique-dans-les-zones-rurales-on-est-tanne-il-ny-a-rien-quon-na-pas-fait-0fa8e33a91dc1dbc0209156b0869ff1f
Bécancour ,travaux routiers,1,ICI.Radio-Canada.ca,"Reconstruire le pont de la rivière Godefroy, tout en protégeant l'environnement",2021-04-27,36,https://ici.radio-canada.ca/nouvelle/1788480/reconstruction-pont-riviere-godefroy-protection-environnement
Bécancour ,travaux routiers,2,ICI.Radio-Canada.ca,Près de 500 millions d'investissements dans les routes de Québec,2021-04-20,43,https://ici.radio-canada.ca/nouvelle/1786092/travaux-routiers-chantier-ete-mtq-bonnardel-henri-laurentienne
Bécancour ,travaux routiers,3,ICI.Radio-Canada.ca,Traverser le pont sera un cauchemar cet été,2021-04-28,35,https://ici.radio-canada.ca/nouvelle/1788281/grands-travaux-routiers-region-quebec-bordel-autoroute-henri-iv
Bécancour ,travaux routiers,4,ICI.Radio-Canada.ca,Des fermetures complètes du pont Laviolette prévues pour cet automne,2020-07-22,315,https://ici.radio-canada.ca/nouvelle/1721449/travaux-pont-laviolette-fermeture-nuit-trois-rivieres-becancour
Bécancour ,travaux routiers,5,ICI.Radio-Canada.ca,Début des fermetures nocturnes sur le pont Laviolette,2020-10-12,233,https://ici.radio-canada.ca/nouvelle/1740543/travaux-routiers-pont-laviolette-fermeture-mtq-circulation
Bécancour ,travaux routiers,6,ICI.Radio-Canada.ca,Réseau routier Québec annonce le doublement de l'autoroute 55,2020-10-08,237,https://ici.radio-canada.ca/nouvelle/1739910/doublement-autoroute-55-centre-du-quebec
Bécancour ,travaux routiers,7,Le Nouvelliste - Groupe Capitales Médias,Le doublement de la 55 est en route | Actualités,2021-04-14,49,https://www.lenouvelliste.ca/actualites/le-doublement-de-la-55-est-en-route-21114e4f6cd3154b1dfc7a5d8b80a165
Bécancour ,travaux routiers,8,Le Courrier Sud,De nombreux chantiers routiers à venir sur la Rive-Sud,,,https://www.lecourriersud.com/de-nombreux-chantiers-routiers-a-venir-sur-la-rive-sud/
Bécancour ,travaux routiers,9,L'Express - Drummondville,Des travaux aux quatre coins de la région - L'Express,2021-04-14,49,https://www.journalexpress.ca/2021/04/14/des-travaux-aux-quatre-coins-de-la-region/
Bécancour ,travaux routiers,10,Le Nouvelliste - Groupe Capitales Médias,Nouveau Monde Graphite commence son implantation à Bécancour,2021-01-21,132,https://www.lenouvelliste.ca/affaires/nouveau-monde-graphite-commence-son-implantation-a-becancour-a2fba6a7eac7d38a5601c3d0f01fde50
Bécancour ,autobus OR tramway,1,ICI.Radio-Canada.ca,Tunnel : une deuxième station évaluée à Lévis | 3e lien,2021-05-27,6,https://ici.radio-canada.ca/nouvelle/1796516/tunnel-quebec-levis-transport-en-commun-etalement-urbain-troisieme-lien
Bécancour ,autobus OR tramway,2,ICI.Radio-Canada.ca,Gilles Lehouillier invité pour une annonce « historique » sur le 3e lien lundi,2021-05-13,20,https://ici.radio-canada.ca/nouvelle/1792845/3e-lien-tunnel-quebec-levis-labeaume-lehouillier-caq-legault-zanetti
