Villes,Mots-clés,position du média,Nom du média,Titre de l'article,Date de publication,Journée de différence,URL
Blainville ,incendie,7,actu.fr,"Le feu prend dans ses cheveux : une femme gravement brûlée, près de Caen",2021-03-23,71,https://actu.fr/normandie/blainville-sur-orne_14076/le-feu-prend-dans-ses-cheveux-une-femme-gravement-brulee-pres-de-caen_40453973.html
Blainville ,incendie,8,Nord Info et Voix des Mille-Iles,Un immeuble à condos est en feu,2021-01-28,125,https://www.nordinfo.com/actualites/un-immeuble-a-condos-est-en-feu/
Blainville ,incendie,9,Nord Info et Voix des Mille-Iles,Boisbriand: plusieurs commerces endommagés,2021-01-08,145,https://www.nordinfo.com/actualites/boisbriand-plusieurs-commerces-endommages/
Blainville ,incendie,10,Le Journal de Montréal,Club illico: c'est reparti pour les tournages de «Léo»,2021-05-10,23,https://www.journaldemontreal.com/2021/05/10/club-illico-cest-reparti-pour-les-tournages-de-leo
Blainville ,police OR Sûreté,1,La Presse,Rapport sur la réalité policière au Québec | De 31 à 13 corps policiers ?,2021-05-25,8,https://www.lapresse.ca/actualites/politique/2021-05-25/rapport-sur-la-realite-policiere-au-quebec/de-31-a-13-corps-policiers.php
Blainville ,police OR Sûreté,2,Le Devoir,L'éditorial de Brian Myles: «Encourager la proximité»,2021-05-31,2,https://www.ledevoir.com/opinion/editoriaux/605901/reforme-de-la-police-encourager-la-proximite
Blainville ,police OR Sûreté,3,Nord Info et Voix des Mille-Iles,«On jase santé mentale» à Blainville,2021-05-10,23,https://www.nordinfo.com/actualites/on-jase-sante-mentale-a-blainville/
Blainville ,police OR Sûreté,4,Nord Info et Voix des Mille-Iles,Homme barricadé à Sainte-Thérèse,2021-05-22,11,https://www.nordinfo.com/actualites/homme-barricade-a-sainte-therese/
Blainville ,police OR Sûreté,5,Le Journal de Montréal,Laurentides: un jeune de 15 ans perd la vie après un accident de VTT,2021-05-07,26,https://www.journaldemontreal.com/2021/05/07/laurentides-un-jeune-de-15-ans-perd-la-vie-apres-un-accident-de-vtt
Blainville ,police OR Sûreté,6,Le Progrès de Coaticook,Loi 17 sur la vérification d'antécédents judiciaires: Taxi 300 interpelle Québec,2021-05-28,5,https://www.leprogres.net/2021/05/28/loi-17-sur-la-verification-dantecedents-judiciaires-taxi-300-interpelle-quebec/
Blainville ,police OR Sûreté,7,Nord Info et Voix des Mille-Iles,Nouvelle convention collective pour le personnel civil à la Régie intermunicipale de police Thérèse-De Blainville,2021-04-16,47,https://www.nordinfo.com/actualites/nouvelle-convention-collective-pour-le-personnel-civil-a-la-regie-intermunicipale-de-police-therese-de-blainville/
Blainville ,police OR Sûreté,8,ICI.Radio-Canada.ca,La Sûreté du Québec propose de réduire le nombre de corps policiers,2020-12-04,180,https://ici.radio-canada.ca/nouvelle/1754523/organisation-police-quebec-memoire-fusion-integration-corps-police
Blainville ,police OR Sûreté,9,Le Journal de Montréal,La police resserre la surveillance sur les routes,2021-02-07,115,https://www.journaldemontreal.com/2021/02/07/la-police-resserre-la-surveillance-sur-les-routes
Blainville ,police OR Sûreté,10,TVA Nouvelles,Coups de feu tirés à Blainville : les suspects appréhendés par les policiers,2021-04-18,45,https://www.tvanouvelles.ca/2021/04/18/coups-de-feu-tires-a-blainville--les-suspects-apprehendes-par-les-policiers
Blainville ,Cégep,1,L'Avantage Rimouski,Le Cégep de Rimouski récompense ses étudiants,2021-05-10,23,https://www.lavantage.qc.ca/article/2021/05/10/le-cegep-de-rimouski-recompense-ses-etudiants
Blainville ,Cégep,2,Nord Info et Voix des Mille-Iles,Elizabeth Hosking inspirera les jeunes,2021-05-14,19,https://www.nordinfo.com/actualites/elizabeth-hosking-inspirera-les-jeunes/
Blainville ,Cégep,3,ICI.Radio-Canada.ca,LHJMQ : la demi-finale Saguenéens-Foreurs commencera lundi,2021-05-14,19,https://ici.radio-canada.ca/nouvelle/1793154/match-chicoutimi-val-dor-quebec-coupe-president-hockey
Blainville ,Cégep,4,L'Éveil et La Concorde,Pénurie de main d'œuvre au CISSS: «La situation est catastrophique!» - Journal L'Éveil de Saint-Eustache,2021-05-13,20,https://www.leveil.com/actualites/penurie-de-main-doeuvre-au-cisss-la-situation-est-catastrophique
Blainville ,Cégep,5,La Presse,LNH | Un « boost d'espoir » pour les jeunes hockeyeurs de couleur,2021-05-15,18,https://www.lapresse.ca/sports/hockey/2021-05-15/lnh/un-boost-d-espoir-pour-les-jeunes-hockeyeurs-de-couleur.php
Blainville ,Cégep,6,Nord Info et Voix des Mille-Iles,Le Syndicat du personnel professionnel du Collège Lionel-Groulx en grève le 30 mars,2021-03-24,70,https://www.nordinfo.com/actualites/le-syndicat-du-personnel-professionnel-du-college-lionel-groulx-en-greve-le-30-mars/
Blainville ,Cégep,7,Nord Info et Voix des Mille-Iles,Sept plaintes recensées au Collège Lionel-Groulx,2020-11-04,210,https://www.nordinfo.com/actualites/sept-plaintes-recensees-au-college-lionel-groulx/
Blainville ,Cégep,8,Isarta,Des cours de perfectionnement offerts par le regroupement des Cegep de Montréal pour faire face aux effets de la pandémie,2021-03-04,90,https://isarta.com/infos/des-cours-de-perfectionnement-offerts-par-le-regroupement-des-cegep-de-montreal-pour-faire-face-aux-effets-de-la-pandemie/
Blainville ,Cégep,9,Nord Info et Voix des Mille-Iles,Les profs de cégep sont «à boutte»,2020-11-19,195,https://www.nordinfo.com/actualites/les-profs-de-cegep-sont-a-boutte/
Blainville ,Cégep,10,Nord Info et Voix des Mille-Iles,"Lionel un jour, Lionel toujours",2021-02-10,112,https://www.nordinfo.com/actualites/lionel-un-jour-lionel-toujours/
Blainville ,"""Centre de services scolaire"" OR ""Commission scolaire""",1,Nord Info et Voix des Mille-Iles,Grève du personnel de soutien les 26 et 27 mai: le CSSMI réagit,2021-05-20,13,https://www.nordinfo.com/actualites/greve-du-personnel-de-soutien-les-26-et-27-mai-le-cssmi-reagit/
Blainville ,"""Centre de services scolaire"" OR ""Commission scolaire""",2,LeLézard.com,/REPRISE -- Les travailleuses et travailleurs préparent la mobilisation pour faire bouger le gouvernement Legault/,2021-05-09,24,https://www.lelezard.com/communique-19794490.html
Blainville ,"""Centre de services scolaire"" OR ""Commission scolaire""",3,Nord Info et Voix des Mille-Iles,Les enseignants pourraient voter une grève le 18 mars,2021-03-05,89,https://www.nordinfo.com/actualites/les-enseignants-pourraient-voter-une-greve-le-18-mars/
Blainville ,"""Centre de services scolaire"" OR ""Commission scolaire""",4,Radio-Canada.ca,Québec pressé d'empêcher l'intrusion des variants dans les écoles | Coronavirus,2021-02-23,99,https://ici.radio-canada.ca/nouvelle/1772484/coronavirus-covid-19-tests-antigeniques-variants-primaire-secondaire
Blainville ,"""Centre de services scolaire"" OR ""Commission scolaire""",5,Le Journal de Québec,Palmarès des commissions scolaires: les meilleures et les pires,,,https://www.journaldequebec.com/2020/01/06/des-commissions-scolaires-qui-sameliorent
Blainville ,"""Centre de services scolaire"" OR ""Commission scolaire""",6,Nord Info et Voix des Mille-Iles,Nouvelle école secondaire à Mirabel: un investissement de plus de 150 M$,2021-02-16,106,https://www.nordinfo.com/actualites/nouvelle-ecole-secondaire-a-mirabel/
Blainville ,"""Centre de services scolaire"" OR ""Commission scolaire""",7,Nord Info et Voix des Mille-Iles,Année scolaire 2021-2022: la période d'admission et d'inscription débute sous peu,2021-01-11,142,https://www.nordinfo.com/actualites/annee-scolaire-2021-2022-la-periode-dadmission-et-dinscription-debute-sous-peu/
Blainville ,"""Centre de services scolaire"" OR ""Commission scolaire""",8,Nord Info et Voix des Mille-Iles,De nouvelles places en maternelle 4 ans,2021-04-07,56,https://www.nordinfo.com/actualites/de-nouvelles-places-en-maternelle-4-ans/
Blainville ,"""Centre de services scolaire"" OR ""Commission scolaire""",9,Nord Info et Voix des Mille-Iles,Nouvelle école primaire à Saint-Augustin: Une séance d'information virtuelle pour les citoyens,2021-02-12,110,https://www.nordinfo.com/actualites/nouvelle-ecole-primaire-a-saint-augustin-une-seance-dinformation-virtuelle-pour-les-citoyens/
Blainville ,"""Centre de services scolaire"" OR ""Commission scolaire""",10,Nord Info et Voix des Mille-Iles,Une première année mouvementée pour Nathalie Joannette,2020-06-24,343,https://www.nordinfo.com/actualites/une-premiere-annee-mouvementee-pour-nathalie-joannette/
Blainville ,CISSS OR CIUSSS,1,L'Éveil et La Concorde,Pénurie de main d'œuvre au CISSS: «La situation est catastrophique!» - Journal L'Éveil de Saint-Eustache,2021-05-13,20,https://www.leveil.com/actualites/penurie-de-main-doeuvre-au-cisss-la-situation-est-catastrophique
Blainville ,CISSS OR CIUSSS,2,Nord Info et Voix des Mille-Iles,"Au CHSLD de Blainville: «Je me sens comme une princesse!», dit une résidente",2021-05-20,13,https://www.nordinfo.com/actualites/au-chsld-de-blainville-je-me-sens-comme-une-princesse-dit-une-residente/
Blainville ,CISSS OR CIUSSS,3,La Presse,Pour en finir (encore) avec les fomites,2021-06-01,1,https://www.lapresse.ca/actualites/2021-06-01/pour-en-finir-encore-avec-les-fomites.php
Blainville ,CISSS OR CIUSSS,4,Nord Info et Voix des Mille-Iles,Pour certains patients: une 2e dose plus tôt que prévu,2021-05-20,13,https://www.nordinfo.com/actualites/pour-certains-patients-une-2e-dose-plus-tot-que-prevu/
Blainville ,CISSS OR CIUSSS,5,Journal Accès,Le CISSS des Laurentides comptera huit sites de vaccination - Accès Laurentides,2021-02-16,106,https://www.journalacces.ca/le-cisss-des-laurentides-comptera-huit-sites-de-vaccination/
Blainville ,CISSS OR CIUSSS,6,Nord Info et Voix des Mille-Iles,Des personnes ayant un trouble du spectre de l'autisme s'impliquent dans la communauté,2021-05-06,27,https://www.nordinfo.com/actualites/des-personnes-ayant-un-trouble-du-spectre-de-lautisme-simpliquent-dans-la-communaute/
Blainville ,CISSS OR CIUSSS,7,Journal Accès,COVID: le CISSS des Laurentides fait le point - Accès Laurentides,2021-03-12,82,https://www.journalacces.ca/covid-le-cisss-des-laurentides-fait-le-point-2/
Blainville ,CISSS OR CIUSSS,8,Nord Info et Voix des Mille-Iles,COVID-19: un site de vaccination à Blainville,2021-02-19,103,https://www.nordinfo.com/covid-19/covid-19-un-site-de-vaccination-a-blainville/
Blainville ,CISSS OR CIUSSS,9,Nord Info et Voix des Mille-Iles,Vaccination contre la COVID-19: le CISSS des Laurentides s'active,2020-12-17,167,https://www.nordinfo.com/covid-19/vaccination-contre-la-covid-19-le-cisss-des-laurentides-sactive/
Blainville ,CISSS OR CIUSSS,10,Nord Info et Voix des Mille-Iles,Des cours prénataux en ligne au CISSS des Laurentides,2020-12-02,182,https://www.nordinfo.com/actualites/des-cours-prenataux-en-ligne-au-cisss-des-laurentides/
Blainville ,maire OR mairesse,1,Nord Info et Voix des Mille-Iles,Blainville: le maire Richard Perreault quitte la vie politique,2021-05-17,16,https://www.nordinfo.com/actualites/blainville-le-maire-richard-perreault-quitte-la-vie-politique/
Blainville ,maire OR mairesse,2,Nord Info et Voix des Mille-Iles,Blainville reçoit une Plume d'excellence,2021-06-02,0,https://www.nordinfo.com/actualites/blainville-recoit-une-plume-dexcellence/
Blainville ,maire OR mairesse,3,Nord Info et Voix des Mille-Iles,"Le gala Stellar, c'est ce soir",2021-06-02,0,https://www.nordinfo.com/economie/le-gala-stellar-cest-ce-soir/
Blainville ,maire OR mairesse,4,Nord Info et Voix des Mille-Iles,"« Une sage décision », dit Florent Gravel",2021-05-29,4,https://www.nordinfo.com/actualites/une-sage-decision-dit-florent-gravel/
Blainville ,maire OR mairesse,5,Métro Montréal,Louise Harel nommée Citoyenne d'honneur par la mairesse de Montréal,2021-05-27,6,https://journalmetro.com/local/hochelaga-maisonneuve/2644616/louise-harel-nommee-citoyenne-dhonneur-par-la-mairesse-de-montreal/
Blainville ,maire OR mairesse,6,Nord Info et Voix des Mille-Iles,"Blainville: Plus de 1,35 M$ en subventions pour un terrain de baseball",2021-05-13,20,https://www.nordinfo.com/sports/blainville-plus-de-135-m-en-subventions-pour-un-terrain-de-baseball/
Blainville ,maire OR mairesse,7,Nord Info et Voix des Mille-Iles,La campagne J'achète Sainte-Thérèse mise en branle,2021-06-01,1,https://www.nordinfo.com/economie/la-campagne-jachete-sainte-therese-mise-en-branle/
Blainville ,maire OR mairesse,8,Nord Info et Voix des Mille-Iles,Brèves municipales: SAINTE-THÉRÈSE,2021-05-29,4,https://www.nordinfo.com/actualites/breves-municipales-sainte-therese-4/
Blainville ,maire OR mairesse,9,La Presse,Rapport sur la réalité policière au Québec | De 31 à 13 corps policiers ?,2021-05-25,8,https://www.lapresse.ca/actualites/politique/2021-05-25/rapport-sur-la-realite-policiere-au-quebec/de-31-a-13-corps-policiers.php
Blainville ,maire OR mairesse,10,Ouest-France,Blainville-sur-Orne. Trente jeunes ont reçu leur carte d’électeur,2021-05-31,2,https://www.ouest-france.fr/normandie/blainville-sur-orne-14550/trente-jeunes-ont-recu-leur-carte-delecteur-72210da8-d85c-4295-85e5-ba551b42e208
Blainville ,candidat,1,Nord Info et Voix des Mille-Iles,"Le gala Stellar, c'est ce soir",2021-06-02,0,https://www.nordinfo.com/economie/le-gala-stellar-cest-ce-soir/
Blainville ,candidat,2,Nord Info et Voix des Mille-Iles,"« Une sage décision », dit Florent Gravel",2021-05-29,4,https://www.nordinfo.com/actualites/une-sage-decision-dit-florent-gravel/
Blainville ,candidat,3,L'Éveil et La Concorde,La candidature de Luc Desilets est officiellement confirmée - Journal L'Éveil de Saint-Eustache,2021-05-28,5,https://www.leveil.com/actualites/la-candidature-de-luc-desilets-est-officiellement-confirmee
Blainville ,candidat,4,Le Progrès de Coaticook,Loi 17 sur la vérification d'antécédents judiciaires: Taxi 300 interpelle Québec,2021-05-28,5,https://www.leprogres.net/2021/05/28/loi-17-sur-la-verification-dantecedents-judiciaires-taxi-300-interpelle-quebec/
Blainville ,candidat,5,La Presse,Rapport sur la réalité policière au Québec | De 31 à 13 corps policiers ?,2021-05-25,8,https://www.lapresse.ca/actualites/politique/2021-05-25/rapport-sur-la-realite-policiere-au-quebec/de-31-a-13-corps-policiers.php
Blainville ,candidat,6,Droit-Inc.com,Offre_d_emploi,2021-05-04,29,https://www.droit-inc.com/offre36828
Blainville ,candidat,7,la Manche Libre,"Agon-Coutainville. Gaëlle Vérove et Laurent Huet, candidats",2021-05-05,28,https://www.lamanchelibre.fr/actualite-938562-agon-coutainville-gaelle-verove-et-laurent-huet-candidats
Blainville ,candidat,8,Le Liberté Caen - Bonhomme Libre,Départementales 2021. Sophie Börner et Arthur Delaporte candidats sur Ouistreham,2021-05-14,19,https://actu.fr/normandie/ouistreham_14488/departementales-2021-sophie-borner-et-arthur-delaporte-candidats-sur-ouistreham_41759485.html
Blainville ,candidat,9,Nord Info et Voix des Mille-Iles,Des bourses de 25 000 $ à deux jeunes entrepreneurs d'ici,2021-05-05,28,https://www.nordinfo.com/economie/des-bourses-de-25-000-a-deux-jeunes-entrepreneurs-dici/
Blainville ,candidat,10,Nord Info et Voix des Mille-Iles,Le Fonds de l'athlète des Laurentides honorera 60 boursiers,2021-05-19,14,https://www.nordinfo.com/sports/le-fonds-de-lathlete-des-laurentides-honorera-60-boursiers/
Blainville ,préfet,1,Nord Info et Voix des Mille-Iles,Blainville: le maire Richard Perreault quitte la vie politique,2021-05-17,16,https://www.nordinfo.com/actualites/blainville-le-maire-richard-perreault-quitte-la-vie-politique/
Blainville ,préfet,2,La Presse,Rapport sur la réalité policière au Québec | De 31 à 13 corps policiers ?,2021-05-25,8,https://www.lapresse.ca/actualites/politique/2021-05-25/rapport-sur-la-realite-policiere-au-quebec/de-31-a-13-corps-policiers.php
Blainville ,préfet,3,Ouest-France,Blainville-sur-Orne. Une esquisse de la salle des associations présentée,2021-05-24,9,https://www.ouest-france.fr/normandie/blainville-sur-orne-14550/blainville-sur-orne-une-esquisse-de-la-salle-des-associations-presentee-31a67326-bbef-11eb-bd24-83178589d01f
Blainville ,préfet,4,Nord Info et Voix des Mille-Iles,Les préfets des Basses-Laurentides proposent d'ouvrir les restos,2020-12-03,181,https://www.nordinfo.com/actualites/les-prefets-des-basses-laurentides-proposent-douvrir-les-restos/
Blainville ,préfet,5,Journal Accès,360 sur l'actualité : Édition du 19 mai 2021 - Accès Laurentides,2021-05-18,15,https://www.journalacces.ca/360-sur-lactualite-edition-du-19-mai-2021/
Blainville ,préfet,6,Voiles et Voiliers,Voie d'eau à bord : un plaisancier sauvé par les efforts de trois stations SNSM de la Manche,2021-05-31,2,https://voilesetvoiliers.ouest-france.fr/securite-en-mer/voie-d-eau/voie-d-eau-a-bord-un-plaisancier-sauve-par-les-efforts-de-trois-stations-snsm-de-la-manche-33a71b7c-c1ed-11eb-a1b7-65dd51ac411d
Blainville ,préfet,7,Ouest-France éditions locales,Manche. Les plongeurs démineurs récupèrent obus et mortier lors d’une opération,2021-05-23,10,https://www.ouest-france.fr/normandie/manche/manche-les-plongeurs-demineurs-recuperent-obus-et-mortier-lors-d-une-operation-e9246466-bb06-11eb-855a-ba5f8c8caa86
Blainville ,préfet,8,Est Républicain,Nancy | 76e anniversaire de la victoire du 8-Mai-1945,2021-05-08,25,https://www.estrepublicain.fr/defense-guerre-conflit/2021/05/08/76e-anniversaire-de-la-victoire-du-8-mai-1945
Blainville ,préfet,9,Journal Accès,Inégalités dans le processus de vaccination dans les Laurentides - Accès Laurentides,2021-03-10,84,https://www.journalacces.ca/inegalites-dans-le-processus-de-vaccination-dans-les-laurentides/
Blainville ,préfet,10,Le Liberté Caen - Bonhomme Libre,Classes surchargées au collège de Blainville : la décision du préfet et de l'académie est tombée,2020-09-05,270,https://actu.fr/normandie/blainville-sur-orne_14076/classes-surchargees-au-college-de-blainville-la-decision-du-prefet-et-de-l-academie-est-tombee_35933366.html
Blainville ,travaux routiers,1,Transport Routier,17 mai au 4 juin : Fermetures de nuit de la 15 sud entre Blainville et Boisbriand,2021-05-14,19,https://www.transportroutier.ca/nouvelles/17-mai-au-4-juin-fermetures-de-nuit-de-la-15-sud-entre-blainville-et-boisbriand/
Blainville ,travaux routiers,2,Journal Accès,360 sur l'actualité : Édition du 19 mai 2021 - Accès Laurentides,2021-05-18,15,https://www.journalacces.ca/360-sur-lactualite-edition-du-19-mai-2021/
Blainville ,travaux routiers,3,Nord Info et Voix des Mille-Iles,Fermeture de la bretelle de l'A-640 E à Boisbriand,2021-03-09,85,https://www.nordinfo.com/actualites/fermeture-de-la-bretelle-de-la-640-e-a-boisbriand/
Blainville ,travaux routiers,4,Nord Info et Voix des Mille-Iles,"Travaux sur les ponts d'étagement de l'A-640, à Rosemère",2021-04-29,34,https://www.nordinfo.com/actualites/travaux-sur-les-ponts-detagement-de-la-640-a-rosemere/
Blainville ,travaux routiers,5,Nord Info et Voix des Mille-Iles,"Fermeture complète de nuit de l'A-50, à Mirabel",2020-08-11,295,https://www.nordinfo.com/actualites/fermeture-complete-de-nuit-de-la-50-a-mirabel/
Blainville ,travaux routiers,6,Nord Info et Voix des Mille-Iles,Fermeture partielle de l'A-640 à Rosemère,2020-06-10,357,https://www.nordinfo.com/actualites/fermeture-partielle-de-la-640-a-rosemere/
