Villes,Mots-clés,position du média,Nom du média,Titre de l'article,Date de publication,Journée de différence,URL
Alma ,autobus OR tramway,3,Le Quotidien - Groupe Capitales Médias,Intercar reprendra le trajet entre Alma et Québec,2021-02-26,96,https://www.lequotidien.com/affaires/intercar-reprendra-le-trajet-entre-alma-et-quebec-070b1d9815f94a61ea96b2d158954c25
Alma ,autobus OR tramway,4,Le Quotidien - Groupe Capitales Médias,Accident impliquant un autobus à Alma | Justice et faits divers | Actualités,2020-09-18,257,https://www.lequotidien.com/actualites/justice-et-faits-divers/accident-impliquant-un-autobus-a-alma-e2d47badb77961f6a5f779e46d79b186
Alma ,autobus OR tramway,5,Le Quotidien - Groupe Capitales Médias,Collision entre un autobus scolaire et un camion à Chicoutimi,2021-03-10,84,https://www.lequotidien.com/actualites/justice-et-faits-divers/collision-entre-un-autobus-scolaire-et-un-camion-a-chicoutimi-d48b250e3d93d45588ea587f919840e5
Alma ,autobus OR tramway,6,ICI.Radio-Canada.ca,« On fonctionne à 1 % de nos capacités » | Coronavirus,2020-09-27,248,https://ici.radio-canada.ca/nouvelle/1736824/coronavirus-autocar-autobus-covid-19-tourisme-impact
Alma ,autobus OR tramway,7,Le Journal de Québec,Collision mortelle avec un autobus scolaire: le jeune conducteur venait de fêter ses 22 ans,,,https://www.journaldequebec.com/2020/01/13/accident-impliquant-un-autobus-scolaire-a-alma
Alma ,autobus OR tramway,8,ICI.Radio-Canada.ca,Le Collège d'Alma s'apprête à accueillir une cohorte d'étudiants étrangers,2021-01-06,147,https://ici.radio-canada.ca/nouvelle/1761191/aide-arrivee-etudes-pandemie-quarantaine
Alma ,autobus OR tramway,9,Le Quotidien - Groupe Capitales Médias,C'est reparti pour un autre «Tour de machine» à Alma,2021-04-08,55,https://www.lequotidien.com/actualites/cest-reparti-pour-un-autre-tour-de-machine-a-alma-e173f85c7971ea43559614f1ba254db2
Alma ,autobus OR tramway,10,Le Quotidien - Groupe Capitales Médias,Un corps d'homme inanimé en pleine rue à Alma,2021-04-17,46,https://www.lequotidien.com/actualites/justice-et-faits-divers/un-corps-dhomme-inanime-en-pleine-rue-a-alma-f10a89838015e2692357ef8f5a1b9898
Alma ,météo,1,Le Quotidien - Groupe Capitales Médias,Cocktail météo attendu pour la fin de semaine,2021-03-25,69,https://www.lequotidien.com/actualites/cocktail-meteo-attendu-pour-la-fin-de-semaine-0b6af4f01f201cbfc900938f48e0f5af
Alma ,météo,2,MétéoMédia,"En été au Québec, il fait chaud!",2020-07-01,336,https://www.meteomedia.com/ca/nouvelles/article/en-ete-au-quebec-il-fait-chaud
Alma ,météo,3,Le Quotidien - Groupe Capitales Médias,Nombreux records pour le cocktail météo des derniers jours,2021-03-15,79,https://www.lequotidien.com/actualites/nombreux-records-pour-le-cocktail-meteo-des-derniers-jours-e992e8bae67fb8b483b424c8b4139fcb
Alma ,météo,4,ICI.Radio-Canada.ca,Un orage prive d'électricité des milliers de clients au Saguenay-Lac-Saint-Jean,2021-03-12,82,https://ici.radio-canada.ca/nouvelle/1776726/meteo-pluie-chaleur-panne-hydro-quebec
Alma ,météo,5,MétéoMédia,Voici quatre choses à savoir au sujet de Cristobal,,,https://www.meteomedia.com/ca/nouvelles/article/voici-quatre-choses-a-savoir-au-sujet-de-cristobal
Alma ,météo,6,Journal Le Lac St-Jean,Découverte d'un corps inanimé à Alma,2021-04-17,46,https://lelacstjean.com/faitsdivers/decouverte-dun-corps-inanime-a-alma/
Alma ,météo,7,Journal Le Lac St-Jean,Perquisitions de stupéfiants à Alma et Roberval,2021-03-17,77,https://lelacstjean.com/faitsdivers/perquisitions-de-stupefiant-a-alma-et-roberval/
Alma ,météo,8,Le Journal de Québec,La vaccination offerte aux 55 ans et plus au Saguenay,2021-04-07,56,https://www.journaldequebec.com/2021/04/07/la-vaccination-offerte-aux-55-ans-et-plus-au-saguenay-1
Alma ,météo,9,Journal Le Lac St-Jean,Alma: plus de SAQ au centre-ville,2021-04-09,54,https://lelacstjean.com/actualite/alma-plus-de-saq-au-centre-ville/
Alma ,météo,10,Journal Le Lac St-Jean,Investissement de 7 M$ : Alma Toyota achète de nouveaux terrains,2021-02-11,111,https://lelacstjean.com/economie/investissement-de-7-m-alma-toyota-achete-de-nouveaux-terrain/
