Villes,Mots-clés,position du média,Nom du média,Titre de l'article,Date de publication,Journée de différence,URL,date et heure saisie,type de mot-clés
Montréal_V2,accident,11,Le Soleil - Groupe Capitales Médias,Grave accident à Honfleur: des témoins recherchés | Justice et faits divers | Actualités,2021-07-15,2,https://www.lesoleil.com/actualite/justice-et-faits-divers/grave-accident-a-honfleur-des-temoins-recherches-e7183f2c6b4e2764c1144b5cc7779507,2021-07-17 16:00:13,local
Montréal_V2,accident,12,Zone911,Congestion: Circulation au ralenti et accidents sur le réseau routier de Québec,2021-07-16,1,https://zone911.com/divers/31141-congestion-circulation-au-ralenti-et-accidents-sur-le-reseau-routier-de-quebec,2021-07-17 16:00:13,local
Montréal_V2,accident,13,Le Journal de Québec,[PHOTOS] Honfleur: 5 jeunes blessés dans une violente embardée,2021-07-12,5,https://www.journaldequebec.com/2021/07/11/honfleur-cinq-jeunes-blesses-apres-un-grave-accident,2021-07-17 16:00:13,local
Montréal_V2,accident,14,Le Journal de Montréal,Accident à Rivière-Rouge: ils retirent la plaque d'immatriculation de leur véhicule accidenté avant de fuir,2021-07-10,7,https://www.journaldemontreal.com/2021/07/10/accident-a-riviere-rouge-ils-retirent-la-plaque-dimmatriculation-de-leur-vehicule-accidente-avant-de-fuir,2021-07-17 16:00:13,local
Montréal_V2,accident,15,Courrier Laval,Accident majeur à cinq véhicules sur l'A-440 près de l'A-15,2021-07-15,2,https://courrierlaval.com/accident-majeur-a-cinq-vehicules-sur-la-440-pres-de-la-15/,2021-07-17 16:00:14,local
Montréal_V2,accident,16,La Voix de l'est - Groupe Capitales Médias,Deux blessés mineurs dans un accident à Granby,2021-07-16,1,https://www.lavoixdelest.ca/actualites/deux-blesses-mineurs-dans-un-accident-a-granby-c17f08963c4fc1a5514e357bb50086bf,2021-07-17 16:00:14,local
Montréal_V2,accident,17,La Presse,Deux travailleurs blessés dans un accident à L'Islet,2021-07-07,10,https://www.lapresse.ca/actualites/justice-et-faits-divers/2021-07-07/deux-travailleurs-blesses-dans-un-accident-a-l-islet.php,2021-07-17 16:00:14,local
Montréal_V2,accident,18,Le Journal de Québec,"Accident mortel en Gaspésie: décès d'une femme et d'un bambin, un bébé entre la vie et la mort",2021-06-28,19,https://www.journaldequebec.com/2021/06/28/accident-mortel-en-gaspesie-deces-dune-femme-et-dun-bambin-un-bebe-entre-la-vie-et-la-mort,2021-07-17 16:00:14,local
Montréal_V2,accident,19,TVA Nouvelles,Un homme meurt dans un accident de ponton,2021-07-11,6,https://www.tvanouvelles.ca/2021/07/11/chute-mortelle-dun-ponton-1,2021-07-17 16:00:14,local
Montréal_V2,accident,20,La Tribune - Groupe Capitales Médias,Deux blessés à la suite d'un accident sur l'autoroute 10,2021-07-08,9,https://www.latribune.ca/actualites/justice-et-faits-divers/deux-blesses-a-la-suite-dun-accident-sur-lautoroute-10-bfb5d0fa60a6d5602231c829ca73b3aa,2021-07-17 16:00:15,local
Montréal_V2,accident,21,La Presse,Laurentides | Un accident de VTT fait un blessé grave,2021-06-26,21,https://www.lapresse.ca/actualites/justice-et-faits-divers/2021-06-26/laurentides/un-accident-de-vtt-fait-un-blesse-grave.php,2021-07-17 16:00:15,local
Montréal_V2,accident,22,Acadie Nouvelle,Actualités Un jeune homme perd la vie dans un accident,2021-07-12,5,https://www.acadienouvelle.com/actualites/2021/07/12/un-jeune-homme-perd-la-vie-dans-un-accident-4/,2021-07-17 16:00:15,local
Montréal_V2,accident,23,France Bleu,"Un accident sur l'A1 au niveau de Bapaume, l'autoroute fermée pendant deux heures",2021-07-17,0,https://www.francebleu.fr/infos/faits-divers-justice/l-autoroute-a1-coupee-dans-le-secteur-de-bapaume-apres-un-accident-dans-le-sens-paris-lille-1626539263,2021-07-17 16:00:15,local
Montréal_V2,accident,24,La Presse,Meurtre et accident mortel en Outaouais | Un ado aurait tué sa mère,2021-07-12,5,https://www.lapresse.ca/actualites/justice-et-faits-divers/2021-07-12/meurtre-et-accident-mortel-en-outaouais/un-ado-aurait-tue-sa-mere.php,2021-07-17 16:00:16,local
Montréal_V2,accident,25,France Bleu,Accident de la route près de Cognac : le conducteur de la voiture est décédé,2021-07-17,0,https://www.francebleu.fr/infos/faits-divers-justice/trois-blesses-dans-un-accident-a-chateaubernard-la-rn-141-coupee-dans-les-deux-sens-1626509814,2021-07-17 16:00:16,local
Montréal_V2,décès OR mort,1,Le Journal de Montréal,«L'éventreur d'Hollywood» condamné à mort pour le meurtre de deux femmes,2021-07-17,0,https://www.journaldemontreal.com/2021/07/16/leventreur-dhollywood-condamne-a-mort-pour-le-meurtre-de-deux-femmes-1,2021-07-17 16:00:53,local
Montréal_V2,décès OR mort,2,Le Journal de Montréal,"Biz Markie, l'«ami» du hip-hop, est mort à 57 ans",2021-07-17,0,https://www.journaldemontreal.com/2021/07/16/biz-markie-lami-du-hip-hop-est-mort-a-57-ans,2021-07-17 16:00:53,local
Montréal_V2,décès OR mort,3,Le Journal de Montréal,Décès d'un journaliste néerlandais blessé par balles à Amsterdam,2021-07-15,2,https://www.journaldemontreal.com/2021/07/15/deces-dun-journaliste-neerlandais-blesse-par-balles-a-amsterdam,2021-07-17 16:00:53,local
Montréal_V2,décès OR mort,4,Le Journal de Montréal,COVID-19 en Afrique: augmentation de plus de 40 % des décès en une semaine,2021-07-15,2,https://www.journaldemontreal.com/2021/07/15/covid-19-en-afrique-augmentation-de-plus-de-40--des-deces-en-une-semaine,2021-07-17 16:00:54,local
Montréal_V2,décès OR mort,5,Le Journal de Québec,COVID-19: le Québec compte 65 nouveaux cas et un décès supplémentaire,2021-07-15,2,https://www.journaldequebec.com/2021/07/15/covid-19-le-quebec-compte-65-nouveaux-cas-et-un-deces-supplementaire,2021-07-17 16:00:54,local
Montréal_V2,décès OR mort,6,La Presse,"Blue Jackets | Le gardien Matiss Kivlenieks, mort tragiquement, honoré en héros",2021-07-15,2,https://www.lapresse.ca/sports/hockey/2021-07-15/blue-jackets/le-gardien-matiss-kivlenieks-mort-tragiquement-honore-en-heros.php,2021-07-17 16:00:54,local
Montréal_V2,décès OR mort,7,TVA Nouvelles,"Un an après la mort de ses fillettes, la mère de Norah et Romy veut redevenir maman",2021-07-16,1,https://www.tvanouvelles.ca/2021/07/16/un-an-apres-la-mort-de-ses-fillettes-la-mere-de-norah-et-romy-veut-redevenir-maman,2021-07-17 16:00:54,local
Montréal_V2,décès OR mort,8,Zone911,( SUIVI ) L'incendie de Lévis a fait deux décès et un blessé,2021-07-17,0,https://www.zone911.com/incendies/31146-suivi-l-incendie-de-levis-a-fait-deux-deces-et-un-blesse,2021-07-17 16:00:54,local
Montréal_V2,décès OR mort,9,Le Journal de Montréal,Une populaire influenceuse plonge vers la mort pour un égoportrait,2021-07-14,3,https://www.journaldemontreal.com/2021/07/14/une-populaire-influenceuse-plonge-vers-la-mort-pour-un-egoportrait-1,2021-07-17 16:00:55,local
Montréal_V2,décès OR mort,10,Le Journal de Québec,Mort des fillettes Carpentier: «on aurait dû déclencher l'alerte Amber plus tôt»,2021-07-08,9,https://www.journaldequebec.com/2021/07/08/mort-des-fillettes-carpentier-on-aurait-du-declencher-lalerte-amber-plus-tot-1,2021-07-17 16:00:55,local
Montréal_V2,décès OR mort,11,Le Journal de Québec,Un pêcheur retrouvé mort à Saint-Ferréol-les-Neiges,2021-07-14,3,https://www.journaldequebec.com/2021/07/14/un-pecheur-retrouve-mort-a-saint-ferreol-les-neiges,2021-07-17 16:00:56,local
Montréal_V2,décès OR mort,12,Le Journal de Québec,Noyée dans la piscine de son voisin: le décès de la petite Léa était accidentel,2021-07-13,4,https://www.journaldequebec.com/2021/07/13/noyee-dans-la-piscine-de-son-voisin-le-deces-de-la-petite-lea-etait-accidentel,2021-07-17 16:00:56,local
Montréal_V2,décès OR mort,13,Le Journal de Québec,Sept décès en trois semaines: début d'été funeste pour les motocyclistes,2021-07-12,5,https://www.journaldequebec.com/2021/07/12/debut-dete-funeste-pour-les-motocyclistes,2021-07-17 16:00:56,local
Montréal_V2,décès OR mort,14,Le Soleil - Groupe Capitales Médias,"Décès de Clément Létourneau, fondateur de Prograin | Le fil des régions | Actualités",2021-07-17,0,https://www.lesoleil.com/actualite/le-fil-groupe-capitales-medias/deces-de-clement-letourneau-fondateur-de-prograin-03d6ec046256f6f4501d5f09a771414f,2021-07-17 16:00:56,local
Montréal_V2,décès OR mort,15,La Presse,"Plus vite, plus haut, plus mort | Chapitre 15 : On a retrouvé la Coupe Stanley !",2021-07-17,0,https://www.lapresse.ca/actualites/polar-estival/2021-07-17/plus-vite-plus-haut-plus-mort/chapitre-15-on-a-retrouve-la-coupe-stanley.php,2021-07-17 16:00:56,local
Montréal_V2,décès OR mort,16,Le Journal de Québec,Plusieurs décès dans l'effondrement d'une grue à Kelowna,2021-07-13,4,https://www.journaldequebec.com/2021/07/12/plusieurs-blesses-dans-leffondrement-dune-grue-a-kelowna,2021-07-17 16:00:57,local
Montréal_V2,décès OR mort,17,Le Journal de Montréal,Virus: sixième record de décès quotidiens en Russie en juillet,2021-07-13,4,https://www.journaldemontreal.com/2021/07/13/virus-sixieme-record-de-deces-quotidiens-en-russie-en-juillet,2021-07-17 16:00:57,local
Montréal_V2,décès OR mort,18,Le Journal de Montréal,COVID-19: le Québec compte 77 nouveaux cas et un décès,2021-07-09,8,https://www.journaldemontreal.com/2021/07/09/covid-19-le-quebec-compte-77-nouveaux-cas-et-un-deces,2021-07-17 16:00:57,local
Montréal_V2,décès OR mort,19,Le Journal de Québec,"Accident mortel en Gaspésie: décès d'une femme et d'un bambin, un bébé entre la vie et la mort",2021-06-28,19,https://www.journaldequebec.com/2021/06/28/accident-mortel-en-gaspesie-deces-dune-femme-et-dun-bambin-un-bebe-entre-la-vie-et-la-mort,2021-07-17 16:00:57,local
Montréal_V2,décès OR mort,20,Le Journal de Montréal,Décès et COVID: des comparaisons plus justes,2021-06-18,29,https://www.journaldemontreal.com/2021/06/18/deces-et-covid-des-comparaisons-plus-justes,2021-07-17 16:00:57,local
Montréal_V2,décès OR mort,21,Le Soleil - Groupe Capitales Médias,La chienne du jeune homme mort noyé à Baie-des-Rochers recherchée,2021-07-09,8,https://www.lesoleil.com/actualite/justice-et-faits-divers/la-chienne-du-jeune-homme-mort-noye-a-baie-des-rochers-recherchee-eebc849ff5998c599e53dea54bbfe8a3,2021-07-17 16:00:58,local
Montréal_V2,décès OR mort,22,La Presse,Décès de l'artiste contemporain Christian Boltanski,2021-07-14,3,https://www.lapresse.ca/arts/arts-visuels/2021-07-14/deces-de-l-artiste-contemporain-christian-boltanski.php,2021-07-17 16:00:58,local
Montréal_V2,décès OR mort,23,Premier ministre du Canada,Déclaration du premier ministre concernant le décès de la sénatrice Judith Keating,2021-07-16,1,https://pm.gc.ca/fr/nouvelles/declarations/2021/07/16/declaration-du-premier-ministre-concernant-deces-de-la-senatrice,2021-07-17 16:00:58,local
Montréal_V2,décès OR mort,24,Ontario Newsroom,Annonce d'une enquête sur le décès de Jean Hervé Veillette | Salle de presse de l'Ontario,2021-07-16,1,https://news.ontario.ca/fr/release/1000540/annonce-dune-enquete-sur-le-deces-de-jean-herve-veillette,2021-07-17 16:00:58,local
Montréal_V2,décès OR mort,25,Acadie Nouvelle,"Il y a 80 ans, la mort a frappé dans un camp de scoutisme de Barachois",2021-07-16,1,https://www.acadienouvelle.com/actualites/2021/07/16/il-y-a-80-ans-la-mort-a-frappe-dans-un-camp-de-scoutisme-de-barachois/,2021-07-17 16:00:58,local
Montréal_V2,incendie,1,La Presse,Un incendie coûte la vie à deux personnes à Lévis,2021-07-17,0,https://www.lapresse.ca/actualites/justice-et-faits-divers/2021-07-17/un-incendie-coute-la-vie-a-deux-personnes-a-levis.php,2021-07-17 16:01:08,local
Montréal_V2,incendie,2,Le Journal de Québec,Deux morts dans un incendie majeur à Lévis,2021-07-17,0,https://www.journaldequebec.com/2021/07/16/incendie-majeur-dans-le-vieux-levis-deux-personnes-manqueraient-a-lappel,2021-07-17 16:01:09,local
Montréal_V2,incendie,3,ICI.Radio-Canada.ca,Un incendie fait deux morts à Lévis,2021-07-17,0,https://ici.radio-canada.ca/nouvelle/1809749/incendie-feu-levis-deux-victimes,2021-07-17 16:01:09,local
Montréal_V2,incendie,4,L’actualité,"Deux morts dans un incendie à Lévis, un homme sauvé in extremis de son lit",2021-07-17,0,https://lactualite.com/actualites/deux-morts-dans-un-incendie-a-levis-un-homme-sauve-in-extremis-de-son-lit/,2021-07-17 16:01:09,local
Montréal_V2,incendie,5,Zone911,( SUIVI ) L'incendie de Lévis a fait deux décès et un blessé,2021-07-17,0,https://zone911.com/incendies/31146-suivi-l-incendie-de-levis-a-fait-deux-deces-et-un-blesse,2021-07-17 16:01:09,local
Montréal_V2,incendie,6,La Presse,Un homme meurt dans un incendie à Rivière-des-Prairies,2021-07-14,3,https://www.lapresse.ca/actualites/justice-et-faits-divers/2021-07-14/un-homme-meurt-dans-un-incendie-a-riviere-des-prairies.php,2021-07-17 16:01:09,local
Montréal_V2,incendie,7,Le Journal de Montréal,Saint-Hyacinthe: un incendie force l'évacuation de 150 aînés,2021-07-16,1,https://www.journaldemontreal.com/2021/07/15/saint-hyacinthe-un-incendie-force-levacuation-de-150-aines,2021-07-17 16:01:10,local
Montréal_V2,incendie,8,Le Journal de Montréal,‎[IMAGES] Montréal: sauvé in extremis par les pompiers après un incendie dans son logement,2021-07-16,1,https://www.journaldemontreal.com/2021/07/16/images-montreal-sauve-in-extremis-par-les-pompiers-apres-un-incendie-dans-son-logement,2021-07-17 16:01:10,local
Montréal_V2,incendie,9,La Presse,Incendies | L'Ouest américain s'attend au pire ce week-end,2021-07-16,1,https://www.lapresse.ca/international/etats-unis/2021-07-16/incendies/l-ouest-americain-s-attend-au-pire-ce-week-end.php,2021-07-17 16:01:11,local
Montréal_V2,incendie,10,Radio-Canada.ca,Des pompiers du Mexique en renfort contre les incendies de la C.-B.,2021-07-17,0,https://ici.radio-canada.ca/nouvelle/1809739/feux-incendie-cb-pompier-mexique-horgan,2021-07-17 16:01:11,local
Montréal_V2,incendie,11,Le Soleil - Groupe Capitales Médias,Un incendie à la résidence Le Gîte de Saint-Isidore force tous les usagers à se reloger,2021-07-16,1,https://www.lesoleil.com/actualite/justice-et-faits-divers/un-incendie-a-la-residence-le-gite-de-saint-isidore-force-tous-les-usagers-a-se-reloger-3a4b3256b2e0bee4646c80962feaa8ff,2021-07-17 16:01:11,local
Montréal_V2,incendie,12,Le Journal de Montréal,[IMAGES] Une Audi détruite par un incendie à Montréal,2021-07-14,3,https://www.journaldemontreal.com/2021/07/14/une-audi-detruite-par-un-incendie-a-montreal,2021-07-17 16:01:11,local
Montréal_V2,incendie,13,Le Reflet du Lac,Incendie majeur du centre-ville: des assureurs pourront poursuivre leurs procédures contre la Ville de Magog,2021-07-17,0,https://www.lerefletdulac.com/2021/07/17/incendie-majeur-du-centre-ville-des-assureurs-pourront-poursuivre-leurs-procedures-contre-la-ville-de-magog/,2021-07-17 16:01:12,local
Montréal_V2,incendie,14,La Presse,Arrondissement de Lachine | Incendie suspect d'une automobile tôt mardi matin,2021-07-13,4,https://www.lapresse.ca/actualites/justice-et-faits-divers/2021-07-13/arrondissement-de-lachine/incendie-suspect-d-une-automobile-tot-mardi-matin.php,2021-07-17 16:01:12,local
Montréal_V2,incendie,15,La Presse,Incendies de forêt en Ontario : l'état d'urgence est réclamé,2021-07-13,4,https://www.lapresse.ca/actualites/2021-07-13/incendies-de-foret-en-ontario-l-etat-d-urgence-est-reclame.php,2021-07-17 16:01:12,local
Montréal_V2,incendie,16,La Presse,Incendie majeur au Bangladesh | Le propriétaire de l'usine accusé d'homicide,2021-07-10,7,https://www.lapresse.ca/international/asie-et-oceanie/2021-07-10/incendie-majeur-au-bangladesh/le-proprietaire-de-l-usine-accuse-d-homicide.php,2021-07-17 16:01:12,local
Montréal_V2,incendie,17,ICI.Radio-Canada.ca,Un incendie fait au moins 92 morts dans un hôpital irakien,2021-07-13,4,https://ici.radio-canada.ca/nouvelle/1808563/irak-52-morts-incendie-hopital-covid-19,2021-07-17 16:01:12,local
Montréal_V2,incendie,18,Le Journal de Montréal,"Écrasé par la chaleur et les feux, l'Ouest américain rationne l'électricité",2021-07-12,5,https://www.journaldemontreal.com/2021/07/12/nouvelle-vague-de-chaleur-et-dincendies-au-canada-et-aux-etats-unis,2021-07-17 16:01:12,local
Montréal_V2,incendie,19,Le Journal de Montréal,Irak: au moins 60 morts dans l'incendie de l'hôpital de Nassiriya (morgue),2021-07-12,5,https://www.journaldemontreal.com/2021/07/12/irak-au-moins-35-morts-dans-lincendie-dun-hopital,2021-07-17 16:01:13,local
Montréal_V2,incendie,20,CIMT-CHAU,Incendie majeur dans un hangar de machinerie à Saint-Roch-des-Aulnaies,2021-07-15,2,https://cimtchau.ca/nouvelles/incendie-majeur-dans-un-hangar-de-machinerie-a-saint-roch-des-aulnaies/,2021-07-17 16:01:13,local
Montréal_V2,incendie,21,ICI.Radio-Canada.ca,La foudre frappe et déclenche un incendie à Ottawa,2021-07-14,3,https://ici.radio-canada.ca/nouvelle/1808881/orage-ottawa-service-incendie-pompiers-pannes-electricite,2021-07-17 16:01:13,local
Montréal_V2,incendie,22,La Presse,Incendie de forêt | Le BST enquête sur l'incendie de Lytton,2021-07-09,8,https://www.lapresse.ca/actualites/national/2021-07-09/incendie-de-foret/le-bst-enquete-sur-l-incendie-de-lytton.php,2021-07-17 16:01:13,local
Montréal_V2,incendie,23,La Presse,Incendies dans l'Ouest canadien | « C'est comme si la forêt était remplie d'allumettes »,2021-07-03,14,https://www.lapresse.ca/actualites/2021-07-03/incendies-dans-l-ouest-canadien/c-est-comme-si-la-foret-etait-remplie-d-allumettes.php,2021-07-17 16:01:13,local
Montréal_V2,incendie,24,L'Écho de La Tuque,Panne majeure du réseau de Sogetel dûe à un incendie de camion - L'Écho de la Tuque,2021-07-16,1,http://www.lechodelatuque.com/actualites/panne-majeure-du-reseau-de-sogetel-due-a-un-incendie-de-camion/,2021-07-17 16:01:14,local
Montréal_V2,incendie,25,Le Journal de Montréal,Quatre enfants et trois adultes morts dans un incendie: la communauté de Chestermere sous le choc,2021-07-03,14,https://www.journaldemontreal.com/2021/07/03/quatre-enfants-et-trois-adultes-morts-dans-un-incendie-la-communaute-de-chestermere-sous-le-choc,2021-07-17 16:01:14,local
Montréal_V2,police OR Sûreté,1,ICI.Radio-Canada.ca,La police de Québec arrête deux hommes de 24 ans à la suite d'une altercation,2021-07-17,0,https://ici.radio-canada.ca/nouvelle/1809761/arresttation-quebec-beauport-spvq-menace,2021-07-17 16:01:24,local
Montréal_V2,police OR Sûreté,2,La Presse,Selon la police colombienne | Un ex-fonctionnaire haïtien aurait donné l'ordre direct de tuer Jovenel Moïse,2021-07-16,1,https://www.lapresse.ca/international/caraibes/2021-07-16/selon-la-police-colombienne/un-ex-fonctionnaire-haitien-aurait-donne-l-ordre-direct-de-tuer-jovenel-moise.php,2021-07-17 16:01:24,local
Montréal_V2,police OR Sûreté,3,ICI.Radio-Canada.ca,"La police passe les menottes à une jeune fille de sept ans, en crise, dans un refuge",2021-07-15,2,https://ici.radio-canada.ca/nouvelle/1809111/protection-jeunesse-sante-mentale-police-terre-neuve,2021-07-17 16:01:24,local
Montréal_V2,police OR Sûreté,4,La Presse,"Assassinat de Jovenel Moïse | Un geste planifié depuis la République dominicaine, selon la police d'Haïti",2021-07-15,2,https://www.lapresse.ca/international/caraibes/2021-07-15/assassinat-de-jovenel-moise/un-geste-planifie-depuis-la-republique-dominicaine-selon-la-police-d-haiti.php,2021-07-17 16:01:24,local
Montréal_V2,police OR Sûreté,5,Le Nouvelliste - Groupe Capitales Médias,Vigilance accrue de la Sûreté du Québec pour les semaines de la construction,2021-07-16,1,https://www.lenouvelliste.ca/actualites/vigilance-accrue-de-la-surete-du-quebec-pour-les-semaines-de-la-construction-e9be552d6d2f15c63e9e86c2ecd0c916,2021-07-17 16:01:25,local
Montréal_V2,police OR Sûreté,6,La Presse,Assassinat du président Jovenel Moïse | La police saisit un arsenal et arrête deux suspects,2021-07-15,2,https://www.lapresse.ca/international/caraibes/2021-07-15/assassinat-du-president-jovenel-moise/la-police-saisit-un-arsenal-et-arrete-deux-suspects.php,2021-07-17 16:01:25,local
Montréal_V2,police OR Sûreté,7,La Presse,En 2019 | La police de Las Vegas visée par une plainte pour la mort d'un Afro-Américain,2021-07-15,2,https://www.lapresse.ca/international/etats-unis/2021-07-15/en-2019/la-police-de-las-vegas-visee-par-une-plainte-pour-la-mort-d-un-afro-americain.php,2021-07-17 16:01:25,local
Montréal_V2,police OR Sûreté,8,Journal Le Manic,La police arrête une conductrice en état d'ébriété avancé à Baie-Comeau,2021-07-16,1,https://www.lemanic.ca/2021/07/16/la-police-arrete-une-conductrice-en-etat-debriete-avance-a-baie-comeau/,2021-07-17 16:01:26,local
Montréal_V2,police OR Sûreté,9,La Presse,Meurtres des frères Falduto | La police s'est demandé si sa taupe a tué Salvatore Scoppa,2021-07-14,3,https://www.lapresse.ca/actualites/justice-et-faits-divers/2021-07-14/meurtres-des-freres-falduto/la-police-s-est-demande-si-sa-taupe-a-tue-salvatore-scoppa.php,2021-07-17 16:01:26,local
Montréal_V2,police OR Sûreté,10,La Tribune - Groupe Capitales Médias,Pourquoi la police à moto? | Actualités,2021-07-12,5,https://www.latribune.ca/actualites/pourquoi-la-police-a-moto-0179c9ff1eb61b7ea18831c03fe26486,2021-07-17 16:01:26,local
Montréal_V2,police OR Sûreté,11,Le Journal de Québec,La police de Québec «escorte» un convoi de motards,2021-07-12,5,https://www.journaldequebec.com/2021/07/11/la-police-de-quebec-escorte-un-convoi-de-motards,2021-07-17 16:01:27,local
Montréal_V2,police OR Sûreté,12,ICI.Radio-Canada.ca,Un homme suspecté de voies de fait recherché par la police de Québec,2021-07-13,4,https://ici.radio-canada.ca/nouvelle/1808751/suspect-agression-quebec-saint-sauveur-recherche-police,2021-07-17 16:01:27,local
Montréal_V2,police OR Sûreté,13,Le Journal de Québec,Police de Québec: la présidente du syndicat se dit victime d'acharnement,2021-07-08,9,https://www.journaldequebec.com/2021/07/08/police-de-quebec-la-presidente-du-syndicat-se-dit-victime-dacharnement,2021-07-17 16:01:27,local
Montréal_V2,police OR Sûreté,14,Le Journal de Montréal,Plaqué contre un mur et menotté par la police après avoir filmé une intervention policière,2021-07-04,13,https://www.journaldemontreal.com/2021/07/04/plaque-contre-un-mur-et-menotte-par-la-police-apres-avoir-filme-une-intervention-policiere,2021-07-17 16:01:27,local
Montréal_V2,police OR Sûreté,15,ICI.Radio-Canada.ca,La police de Winnipeg poursuivie par la conjointe d'un homme mort après son arrestation,2021-06-25,22,https://ici.radio-canada.ca/nouvelle/1804359/poursuite-police-force-excessive-mort,2021-07-17 16:01:27,local
Montréal_V2,police OR Sûreté,16,Le Devoir,Police: le BEI blâmé dans un jugement,2021-07-16,1,https://www.ledevoir.com/societe/618558/police-le-bei-blame-dans-un-jugement,2021-07-17 16:01:28,local
Montréal_V2,police OR Sûreté,17,Le Citoyen Val-d'Or - Amos,Plus de 15 ans sans police,2021-07-12,5,https://www.lecitoyenvaldoramos.com/article/2021/07/12/plus-de-15-ans-sans-police,2021-07-17 16:01:28,local
Montréal_V2,police OR Sûreté,18,Le Journal de Montréal,Gatineau: le masturbateur du secteur Aylmer se livre à la police,2021-07-08,9,https://www.journaldemontreal.com/2021/07/08/gatineau-le-masturbateur-du-secteur-alymer-se-livre-a-la-police,2021-07-17 16:01:28,local
Montréal_V2,police OR Sûreté,19,Le Journal de Montréal,"France: une adolescente tuée par balle, «victime collatérale» selon la police",2021-07-09,8,https://www.journaldemontreal.com/2021/07/09/france-une-adolescente-tuee-par-balle-victime-collaterale-selon-la-police,2021-07-17 16:01:28,local
Montréal_V2,police OR Sûreté,20,La Presse,Financer la police autrement | La Presse,2021-06-25,22,https://www.lapresse.ca/debats/opinions/2021-06-25/financer-la-police-autrement.php,2021-07-17 16:01:28,local
Montréal_V2,police OR Sûreté,21,La Presse,Meurtres des frères Falduto | La police a utilisé sa taupe à au moins 13 reprises,2021-07-06,11,https://www.lapresse.ca/actualites/justice-et-faits-divers/2021-07-06/meurtres-des-freres-falduto/la-police-a-utilise-sa-taupe-a-au-moins-13-reprises.php,2021-07-17 16:01:29,local
Montréal_V2,police OR Sûreté,22,ICI.Radio-Canada.ca,Le maire de Vancouver dénonce l'inertie de sa police en matière de racisme systémique,2021-06-17,30,https://ici.radio-canada.ca/nouvelle/1802572/police-vancouver-kennedy-stewart-porte-parole,2021-07-17 16:01:29,local
Montréal_V2,police OR Sûreté,23,La Presse,Meurtres des frères Falduto | La taupe de la police a avoué avoir commis trois meurtres,2021-07-08,9,https://www.lapresse.ca/actualites/justice-et-faits-divers/2021-07-08/meurtres-des-freres-falduto/la-taupe-de-la-police-a-avoue-avoir-commis-trois-meurtres.php,2021-07-17 16:01:29,local
